id	year	y	alav	roa	folga	bnp	finep	exp	ener	bndesdummy	roe	logporte	ti	LL	lucrativ	
ciqu4 BZ Equity	2012	4	0.513798	0.021803662	0.054328848	0	0	1	0	0	-0.045944092	8.75025376	0	11.833	0.021030089	
ciqu4 BZ Equity	2013		0.378269	0.101119341	0.167158756	0	0	1	0	0	0.051975719	8.854863282	0	51.547	0.072001263	
ciqu4 BZ Equity	2014					0	0	1	0	0	0.193997945	8.887739921	0			
ciqu4 BZ Equity	2015					0	0	1	0	0			0			
CLSC4 BZ Equity	2006							0								
CLSC4 BZ Equity	2007		0.039606	0.081822237	0.336024511	0	0	0		1	0.177155508	9.514507124		345.99	0.105817238	
CLSC4 BZ Equity	2008	4	0.043475	0.058170311	0.317616262	0	0	0	1	0	0.219767725	9.500620636	0	258.444	0.081610459	
CLSC4 BZ Equity	2009	3	0.071235	0.026207918	0.130834879	0	0	0	1	0	0.146039632	9.546652827	0	124.399	0.035331662	
CLSC4 BZ Equity	2010	3	0.064044	0.054682727	0.104517246	0	0	0	1	0	0.071584475	9.543852084	0	273.516	0.078186298	
CLSC4 BZ Equity	2011	3	0.069167	0.060367775	0.153102945	0	0	0	1	0	0.140950793	9.606033468	0	323.887	0.080234297	
CLSC4 BZ Equity	2012	3	0.063278	-0.047859395	0.004652469	0	0	0	1	0	0.148945681	9.62236056	0	-255.725	-0.06101163	
CLSC4 BZ Equity	2013	3	0.121127	0.03533802	0.078255554	0	0	0	1	0	-0.14388131	9.644928642	0	198.874	0.045045288	
CLSC4 BZ Equity	2014	2	0.139254	0.083137975	0.663542772	1.62045E-10	0	0	1	1	0.093042122	9.687740884	0	513.055	0.105298707	
CLSC4 BZ Equity	2015	2	0.143061	0.016356888	0.141832678	1.25173E-10	0	0	1	1	0.218930743	9.795549202	0	130.674	0.020923772	
CMIG4 BZ Equity	2006							0								
CMIG4 BZ Equity	2007		0.329572	0.074060151	0.795852707	0	0	0		1	0.278081703	9.915696358		1718.841	0.20870812	
CMIG4 BZ Equity	2008	1	0.314797	0.071516238	0.639892959	0	0	0	1	0	0.225567583	9.927711197	0	1735.449	0.204974889	
CMIG4 BZ Equity	2009	1	0.262742	0.07073968	0.504176614	0	0	0	1	0	0.199277024	10.01055071	0	1753	0.171092594	
CMIG4 BZ Equity	2010	2	0.372792	0.070445317	0.199813745	0	0	0	1	0	0.187828137	9.981682727	0	2134	0.222593095	
CMIG4 BZ Equity	2011	2	0.394164	0.067290117	0.575995974	0	0	0	1	0	0.191133005	10.08486214	0	2257.976	0.185719362	
CMIG4 BZ Equity	2012	3	0.426359	0.065266763	0.224965716	0	0	0	1	0	0.196754081	10.14135362	0	2415.45	0.174439338	
CMIG4 BZ Equity	2013	3	0.319798	0.131154455	0.29452338	0	0	0	1	0	0.205658637	10.19724515	0	4271.685	0.271240208	
CMIG4 BZ Equity	2014	3	0.317211	0.104106803	0.941779008	3.35411E-11	0	0	1	1	0.369842985	10.15036826	0	3103.855	0.219549862	
CMIG4 BZ Equity	2015	2	0.385964	0.089618249	-0.022124326	2.85714E-11	0	0	1	1	0.245590072	10.16516357	0	3136.639	0.214437612	
COCE5 BZ Equity	2006							0								
COCE5 BZ Equity	2007		0.217649	0.094941602	-0.031090058	0.005295424	0	0		1	0.382154718	9.228227839		244.751	0.144709364	
COCE5 BZ Equity	2008	3	0.295578	0.121701388	0.432340671	0	0	0	1	0	0.287790332	9.231055743	0	338.523	0.198853133	
COCE5 BZ Equity	2009	3	0.321613	0.143379201	0.486794596	0	0	0	1	0	0.369122921	9.282178757	0	394.739	0.20612529	
COCE5 BZ Equity	2010	3	0.241741	0.153417841	0.284879498	0	0	0	1	0	0.348945796	9.383687392	0	471.903	0.195058709	
COCE5 BZ Equity	2011	2	0.305791	0.140526841	0.562826546	0.064774089	0	0	1	1	0.347802278	9.454800057	0	471.182	0.165344074	
COCE5 BZ Equity	2012	3	0.267876	0.117961358	0.456000255	0	0	0	1	0	0.320309282	9.419495119	0	420	0.159865287	
COCE5 BZ Equity	2013	3	0.273504	0.046440256	0.282214086	0.063814142	0	0	1	1	0.269173829	9.461456506	0	156.556	0.054101986	
COCE5 BZ Equity	2014	3	0.314197	0.062450396	0.243155972	2.48253E-10	0	0	1	1	0.099951287	9.454805696	0	251.559	0.088274276	
COCE5 BZ Equity	2015	3	0.281433	0.078761834	0.169495993	2.16933E-10	0	0	1	1	0.146609482	9.558389211	0	363.07	0.10036936	
CPFE3 BZ Equity	2006							0								
CPFE3 BZ Equity	2007		0.400597	0.105377042	0.635042667	0	0	0		1	0.288415428	9.950073214		1643.436	0.184365469	
CPFE3 BZ Equity	2008		0.441559	0.078537123	0.472373427	0.059880238	0	0	1	1	0.325886984	9.973568162	0	1275.692	0.135574393	
CPFE3 BZ Equity	2009		0.416865	0.089628392	0.450261756	0	0	0	1	0	0.24979523	9.987031696	0	1657.297	0.17075312	
CPFE3 BZ Equity	2010		0.459644	0.076696214	0.417206456	0	0	0	1	0	0.253534195	10.05530209	0	1538.281	0.135435833	
CPFE3 BZ Equity	2011		0.496398	0.057355588	0.433091696	0	0	0	1	0	0.227905096	10.08003918	0	1572.292	0.130765755	
CPFE3 BZ Equity	2012	3	0.53495	0.040666597	0.390397776	0	0	0	1	0	0.183839832	10.10598775	0	1176.252	0.092153668	
CPFE3 BZ Equity	2013	3	0.54832	0.030197634	0.377931339	0	0	0	1	0	0.149060039	10.17292022	0	937.419	0.06295258	
CPFE3 BZ Equity	2014	3	0.544893	0.027007888	0.325647971	2.8454E-11	0	0	1	1	0.106540407	10.16535878	0	949.177	0.064861715	
CPFE3 BZ Equity	2015	3	0.536193	0.021339434	0.191246566	2.46716E-11	0	0	1	1	0.101004988	10.23819524	0	864.94	0.049979365	
CPLE6 BZ Equity	2006							1								
CPLE6 BZ Equity	2007		0.170101	0.08953143	0.545875141	0	0	0		1	0.1869453	9.731154092		1106.61	0.205513568	
CPLE6 BZ Equity	2008	2	0.156847	0.081392368	0.574217616	0	0	0	1	0	0.148186109	9.734169606	0	1078.744	0.198952219	
CPLE6 BZ Equity	2009	3	0.120969	0.057236146	0.556158725	0	0	0	1	0	0.130084289	9.737095433	0	791.776	0.145046382	
CPLE6 BZ Equity	2010	2	0.111159	0.055310102	0.424432002	0	0	0	1	0	0.08716546	9.795889745	0	987.807	0.15804558	
CPLE6 BZ Equity	2011	2	0.113718	0.060543374	0.445002292	0	0	1	1	0	0.087448851	9.838919139	0	1157.69	0.1677541	
CPLE6 BZ Equity	2012	2	0.153763	0.033033318	0.344925437	0	0	1	1	0	0.095918415	9.890765467	0	700.688	0.090107142	
CPLE6 BZ Equity	2013	1	0.196082	0.046408176	0.37216373	0	0	1	1	0	0.056066262	9.92907401	0	1072.56	0.126283784	
CPLE6 BZ Equity	2014	1	0.236332	0.047074062	0.267140277	3.90348E-11	0	1	1	1	0.082959283	9.962852805	0	1205.95	0.13136404	
CPLE6 BZ Equity	2015	2	0.268104	0.041203266	0.268540663	3.45451E-11	0	1	1	1	0.088136329	10.14359296	0	1192.738	0.085694331	
CPRE3 BZ Equity	2006							0								
CPRE3 BZ Equity	2007					0	0	0		0						
CPRE3 BZ Equity	2008	1				0	0	0	0	0			0			
CPRE3 BZ Equity	2009	1	0.327435	-0.017766518	6.700606895	0	0	0	0	0			0	-22.104		
CPRE3 BZ Equity	2010	3	0.343141	-0.010502598	2.24073843	0	0	0	0	0	-0.027688006	7.609583738	0	-15.713	-0.386078282	
CPRE3 BZ Equity	2011	2	0.307574	0.010953254	2.082738836	0	0	0	0	0	-0.01780286	8.017730157	0	70.937	0.680993021	
CPRE3 BZ Equity	2012	2				0	0	0	0	0	0.021581471	8.235159645	0	8.291	0.04824444	
CPRE3 BZ Equity	2013	2	0.501786	-0.005786797	-0.09550751	0	0	0	0	0		8.90656129	0	-54.947	-0.068136951	
CPRE3 BZ Equity	2014	1	0.483631	-0.014447721	-0.010384996	0	0	0	0	0	-0.015355873	9.008008362	0	-168.771	-0.165687392	
CPRE3 BZ Equity	2015	1	0.505797	-0.004573802	0.045865161	0	0	0	0	0	-0.038750593	9.096084765	0	-54.447	-0.043640447	
cruz3 BZ Equity	2006							0								
cruz3 BZ Equity	2007		0.063572	0.280770834	0.302653037	0	0	0		1	0.490448915	9.627472369		908.087	0.214118943	
cruz3 BZ Equity	2008			0.345795168	1.110333027	0	0	0	0	0	0.576320571	9.68545044	0	1249.6	0.257822358	
cruz3 BZ Equity	2009	3	0.055749	0.389012601	1.53494628	0	0	0	0	0	0.587135272	9.724325032	0	1484.9	0.280138098	
cruz3 BZ Equity	2010	3	0.116331	0.24387304	1.240097406	0	0	0	0	0	0.783423024	9.762881037	0	1091.117	0.188360695	
cruz3 BZ Equity	2011	3	0.048231	0.377464326	1.564010475	0	0	0	0	0	0.520684863	9.741852131	0	1602.709	0.290403967	
cruz3 BZ Equity	2012	3	0.077131	0.267992896	1.338374261	0	0	0	0	0	0.770794428	9.744306912	0	1641.371	0.295733038	
cruz3 BZ Equity	2013	3	0.112242	0.264504832	1.431645765	0	0	0	0	0	0.693889949	9.787540596	0	1694.282	0.276340858	
cruz3 BZ Equity	2014	3	0.131582	0.258443299	1.358335088	0	0	0	0	0	0.694271452	9.79847192	0	1714.158	0.272633319	
cruz3 BZ Equity	2015					0	0	0	0	0	0.681508452	9.796859791	0			
CSAN3 BZ Equity	2006							1								
CSAN3 BZ Equity	2007		0.307646	-0.006461786	0.656389218	0	0	1		1	0.216370618	9.556912015		-47.775	-0.013252221	
CSAN3 BZ Equity	2008		0.407138	-0.038155897	0.06395743	0	0	1	0	0	-0.01428885	9.437144029	0	-938.5844	-0.343027788	
CSAN3 BZ Equity	2009		0.372234	0.066127152	0.150293736	0	0	1	0	0	-0.119607173	10.09360694	0	1053.733	0.084942226	
CSAN3 BZ Equity	2010		0.383645	0.041161865	0.137496095	0	0	1	0	0	0.176145407	10.18571366	0	771.565	0.050310526	
CSAN3 BZ Equity	2011		0.226634	0.117782413	0.245611262	0	0	1	0	0	0.113727248	10.25680142	0	2605.834	0.144259799	
CSAN3 BZ Equity	2012					0	0	1	0	0	0.270978853	10.38196083	0			
CSAN3 BZ Equity	2013	1	0.308764	0.009136604	0.192092273	0	0	0	0	0			0	261.292		
CSAN3 BZ Equity	2014	1	0.272937	0.010774281	0.307193703	0	0	0	0	0	0.019332952	9.947797475	0	292.023	0.032932112	
CSAN3 BZ Equity	2015		0.321099	0.021939958	0.423129836	0	0	1	0	0	0.023457032	9.910990413	0	666.584	0.081820941	
CSRN3 BZ Equity	2006							1								
CSRN3 BZ Equity	2007		0.323286	0.497415791	0.944258473	0.518608838	0	1		1	1.136525911	8.843314395		647.416	0.928686287	
CSRN3 BZ Equity	2008	3	0.318625	0.61259803	1.421189142	0	0	1	0	0	1.261987513	8.874955862	0	814.805	1.086670365	
CSRN3 BZ Equity	2009	2	0.282188	0.605073723	0.917307383	0	0	1	0	0	1.477078057	8.901058172	0	887.625	1.114734272	
CSRN3 BZ Equity	2010	2	0.345223	0.630189446	1.451879962	0	0	1	0	0	1.348584755	9.025371824	0	945.719	0.892052245	
CSRN3 BZ Equity	2011	3	0.379576	0.470023912	1.192380395	0	0	1	0	0	1.313659169	9.06101608	0	750.49	0.652121966	
CSRN3 BZ Equity	2012	3	0.357593	0.401804772	0.797054538	0	0	1	0	0	0.974981422	9.060573577	0	663.006	0.576691941	
CSRN3 BZ Equity	2013	3	0.348796	0.26339395	0.623066713	0	0	1	0	0	0.918653485	9.15177882	0	495.129	0.349091717	
CSRN3 BZ Equity	2014	2	0.348105	0.241760573	0.785432856	0	0	1	0	0	0.557470352	9.131531733	0	459.267	0.339260664	
CSRN3 BZ Equity	2015	2	0.406109	0.175197865	0.71463651	0	0	1	0	0	0.558870594	9.207635714	0	386.295	0.239487788	
CTIP3 BZ Equity	2006							0								
CTIP3 BZ Equity	2007					0	0	0		1						
CTIP3 BZ Equity	2008					0	0	0	1	0			0			
CTIP3 BZ Equity	2009	3		0.171606201	0.775452567	0.359315379	0	0	1	1			0	66.605		
CTIP3 BZ Equity	2010	3	0.55155	0.043686501	0.517728115	0	0	0	1	0	0.216036769	8.319799127	0	112.319	0.537841242	
CTIP3 BZ Equity	2011	2	0.456072	0.085250912	0.491756849	0.064471783	0	0	1	1	0.11835087	8.463809405	0	220.517	0.757936235	
CTIP3 BZ Equity	2012	2	0.357405	0.106269185	0.484838588	0.069961045	0	0	1	1	0.186716623	8.870311418	0	275.395	0.37123134	
CTIP3 BZ Equity	2013	2	0.235273	0.131971512	0.702693367	0	0	0	1	0	0.192842568	8.962434688	0	361.028	0.393646321	
CTIP3 BZ Equity	2014	2	0.263249	0.142442369	1.295449872	3.33496E-10	0	0	1	1	0.213681289	9.031067359	0	427.119	0.397632188	
CTIP3 BZ Equity	2015	2	0.37243	0.142292506	1.412117982	2.85954E-10	0	0	1	1	0.244633733	9.087376029	0	497.606	0.406920509	
EEEL3 BZ Equity	2006							0								
EEEL3 BZ Equity	2007		0.259381	0.042504775	-0.375463531	0	0	0		1	-0.206663199	9.222953838		76.153	0.045575682	
EEEL3 BZ Equity	2008	2	0.21296	0.069195	-0.371611819	0	0	0	1	0	0.249762219	8.741524254	0	123.896	0.224663764	
EEEL3 BZ Equity	2009	2	0.123681	0.414492656	2.234495889	0	0	0	1	0	0.284961854	8.776431663	0	1565.843	2.620092064	
EEEL3 BZ Equity	2010	2	0.102756	0.040707053	0.192716775	0.062976742	0	0	1	1	0.741302902	8.851005038	0	152.766	0.215288915	
EEEL3 BZ Equity	2011	3	0.083272	0.023435681	1.019221387	0	0	0	1	0	0.074468671	8.868361673	0	88.173	0.119391647	
EEEL3 BZ Equity	2012	2	0.049411	-0.024047616	1.387894167	0	0	0	1	0	0.040656438	8.882230735	0	-88.417	-0.115959155	
EEEL3 BZ Equity	2013	3	0.073933	-0.060342541	1.056562267	0	0	0	1	0	-0.047013314	8.979030463	0	-191.336	-0.200801164	
EEEL3 BZ Equity	2014	3	0.143922	-0.092831135	0.119366815	3.31335E-10	0	0	1	1	-0.110440971	8.866587401	0	-280.173	-0.380924477	
EEEL3 BZ Equity	2015	3	0.10259	0.027976544	0.227272727	3.29341E-10	0	0	1	1	-0.193238884	8.826694688	0	84.947	0.126605729	
EKTR4 BZ Equity	2006							1								
EKTR4 BZ Equity	2007		0.28176	0.174873492	1.294073596	0.035175902	1	1		1	0.473221764	9.360724402		466.911	0.203474366	
EKTR4 BZ Equity	2008	3	0.307849	0.132584299	0.461876015	0	0	0	1	0	0.430929666	9.353353148	0	391.787	0.173658831	
EKTR4 BZ Equity	2009	3	0.358147	0.183339701	0.686599129	0.060873373	1	1	1	1	0.355190965	9.400102095	0	567.665	0.225938387	
EKTR4 BZ Equity	2010	3	0.337875	0.138917744	0.511684047	0	0	1	1	0	0.425557356	9.494202058	0	450.403	0.14434416	
EKTR4 BZ Equity	2011	3	0.36203	0.144037042	0.703424659	0.101904315	1	0	1	1	0.329225835	9.527482319	0	492.436	0.146173106	
EKTR4 BZ Equity	2012	3	0.363359	0.074037043	0.465634684	0	0	1	1	0	0.359798457	9.551949028	0	337.514	0.094698427	
EKTR4 BZ Equity	2013		0.351845	0.070347157	0.425227636	0.056120555	1	0	1	1	0.174302252	9.552612618	0	323.694	0.090682197	
EKTR4 BZ Equity	2014		0.378465	0.075668839	0.468369153	1.72355E-10	1	1	1	1	0.157687595	9.550146869	0	439.03	0.123693628	
EKTR4 BZ Equity	2015		0.395804	0.0538404	0.546564712	1.45052E-10	0	1	1	1	0.197738192	9.678929899	0	371.179	0.077741604	
ELEK4 BZ Equity	2006							1								
ELEK4 BZ Equity	2007		0.140214	0.113838144	0.3403176	0	0	1		0	0.056477279	8.857324655		71.457	0.099247625	
ELEK4 BZ Equity	2008		0.142578	0.123263022	0.318621469	0.027700764	0	1	0	1	0.182495435	8.939829138	0	81.245	0.093318447	
ELEK4 BZ Equity	2009		0.074507	0.003651592	0.31934356	0.127946495	0	1	0	1	0.184066245	8.943325811	0	2.179	0.002482741	
ELEK4 BZ Equity	2010	1	0.069924	0.071504164	0.389380169	0.023935964	0	1	0	1	0.005037545	8.756795802	0	45.201	0.079132018	
ELEK4 BZ Equity	2011	1	0.100732	0.022687315	0.342443619	0.08258599	0	1	0	1	0.097015134	8.929691169	0	14.827	0.017432598	
ELEK4 BZ Equity	2012	1	0.139699	0.00068272	0.261095296	0.044158135	0	1	0	1	0.031103158	8.890249391	0	0.459	0.000590967	
ELEK4 BZ Equity	2013	1	0.147409	0.053965705	0.295775959	0	0	1	0	0	0.000963978	8.954150333	0	39.39	0.043775957	
ELEK4 BZ Equity	2014	3	0.185746	-0.04597809	0.219363474	0	0	1	0	0	0.078142358	9.001768317	0	-32.342	-0.032210581	
ELEK4 BZ Equity	2015	1	0.256615	-0.014406894	0.14284644	0	0	1	0	0	-0.069535342	8.970802321	0	-10.987	-0.011751053	
ELET6 BZ Equity	2006							0								
ELET6 BZ Equity	2007		0.177327	0.012836905	0.450643564	0	0	1		0	0.014873375	10.29304269		1547.857	0.078829385	
ELET6 BZ Equity	2008	3	0.225586	0.052142869	0.802165867	0	0	1	1	0	0.019264209	10.35128503	0	7989.092	0.35580528	
ELET6 BZ Equity	2009	3	0.227997	0.00661882	0.741707414	0	0	1	1	0	0.114571017	10.44676398	0	911.467	0.032581942	
ELET6 BZ Equity	2010	2	0.242891	0.015302231	0.701691452	0	0	1	1	0	0.013137496	10.39290679	0	2247.913	0.090964662	
ELET6 BZ Equity	2011	3	0.276392	0.022748215	0.592996107	0.015236315	0	1	1	1	0.031871543	10.47442974	0	3732.565	0.125192305	
ELET6 BZ Equity	2012	3	0.201655	-0.048295391	0.509091527	0	0	0	1	0	0.048347836	10.53054844	0	-6878.916	-0.202754996	
ELET6 BZ Equity	2013	3	0.245961	-0.044640682	0.548928356	0	0	0	1	0	-0.102242202	10.52696011	0	-6186.948	-0.183872321	
ELET6 BZ Equity	2014	3	0.287805	-0.020957059	0.314660766	6.91411E-12	0	0	1	1	-0.1004745	10.37722689	0	-3031.055	-0.127164804	
ELET6 BZ Equity	2015	3	0.322181	-0.096505514	-0.400836523	6.68246E-12	0	0	1	1	-0.053318117	10.47911165	0	-14441.607	-0.479185728	
ELPL4 BZ Equity	2006							0								
ELPL4 BZ Equity	2007		0.155245	0.058640489	0.203989186	0	0	0		1	0.170019276	9.921903932		712.631	0.085302307	
ELPL4 BZ Equity	2008	2	0.154852	0.081799712	0.43953535	0	0	0	1	0	0.214532354	9.853140022	0	1027.109	0.144037811	
ELPL4 BZ Equity	2009	2	0.214962	0.103461291	0.538947457	0	0	0	1	0	0.311356108	9.876786902	0	1156.526	0.153591966	
ELPL4 BZ Equity	2010	3	0.235054	0.118259626	0.725124521	0	0	0	1	0	0.310749654	9.943773255	0	1347.688	0.153396732	
ELPL4 BZ Equity	2011	3	0.23184	0.146025244	0.624683713	0	0	0	1	0	0.360599215	9.986644427	0	1572.105	0.162120197	
ELPL4 BZ Equity	2012	2	0.266898	0.005239819	0.287988061	0	0	0	1	0	0.392074391	9.992799887	0	55.014	0.005593367	
ELPL4 BZ Equity	2013	2	0.256948	0.018531986	0.09480788	0.03326676	0	0	1	1	0.015380598	9.998224367	0	198.182	0.019899394	
ELPL4 BZ Equity	2014	2	0.265041	-0.011367045	0.021512031	8.62793E-11	0	0	1	1	0.070042291	9.954831158	0	-131.747	-0.014618728	
ELPL4 BZ Equity	2015	1	0.271381	0.00761863	0.012767954	7.53305E-11	0	0	1	1	-0.051307185	10.0251672	0	101.136	0.009544179	
EMAE4 BZ Equity	2006							1								
EMAE4 BZ Equity	2007		0.027112	-0.088882398	-1.374463475	0	0	1		1	-0.104664984	8.079546623		-81.245	-0.676472302	
EMAE4 BZ Equity	2008	3		0.149340167	0.683191928	0	0	1	0	0	-0.120803044	7.982216943	0	170.585	1.777149227	
EMAE4 BZ Equity	2009	3		-0.006548226	-0.068721322	0	0	1	0	0	0.205492901	8.398537187	0	-7.526	-0.030062634	
EMAE4 BZ Equity	2010	3		0.012332876	0.252716073	0	0	0	0	0	-0.009161658	8.206388664	0	13.974	0.086882453	
EMAE4 BZ Equity	2011	3		-0.036051131	-0.044280553	0	0	1	0	0	0.017194537	8.154670419	0	-40.815	-0.285857362	
EMAE4 BZ Equity	2012	3	0.028011	-0.064310646	0.410362789	0	0	1	0	0	-0.052877048	8.215090055	0	-68.632	-0.418250626	
EMAE4 BZ Equity	2013	3	0.059931	0.037127147	0.956185834	0	0	0	0	0	-0.111095464	8.24181783	0	42.011	0.2407383	
EMAE4 BZ Equity	2014	3	0.094267	-0.024824098	0.637091389	0	0	1	0	0	0.055815888	8.306847321	0	-27.163	-0.134007903	
EMAE4 BZ Equity	2015	3	0.088324	0.054440909	0.873122896	0	0	1	0	0	-0.039913071	8.179270213	0	59.79	0.395692976	
EMBR3 BZ Equity	2006							1								
EMBR3 BZ Equity	2007		0.219372	0.066538636	0.603383585	0	0	1		1	0.205137027	9.918512136		952.7874	0.114943355	
EMBR3 BZ Equity	2008	4	0.271799	0.035330278	0.659717196	0	0	1	0	0	0.231517011	10.00917609	0	713.3332	0.069841949	
EMBR3 BZ Equity	2009	4	0.304017	0.033747384	0.503242194	0.0366446	0	1	0	1	0.133984727	10.06543825	0	496.8463	0.04273501	
EMBR3 BZ Equity	2010	4	0.170989	0.041026495	0.605618027	0	0	1	0	0	0.117440507	10.03858916	0	573.592	0.052482429	
EMBR3 BZ Equity	2011	4	0.187174	0.009406203	0.541396052	0.084470409	0	1	0	1	0.109930761	9.972231775	0	156.297	0.016661683	
EMBR3 BZ Equity	2012	3	0.217958	0.036016627	0.516122219	0	0	1	0	0	0.026724594	9.993791237	0	697.792	0.070783943	
EMBR3 BZ Equity	2013	3	0.21635	0.032730591	0.580488793	0	0	1	0	0	0.101919789	10.0856638	0	777.689	0.063847245	
EMBR3 BZ Equity	2014	3	0.24091	0.028787753	0.670435228	0	0	1	0	0	0.091395955	10.13468209	0	796.085	0.058381783	
EMBR3 BZ Equity	2015	3	0.302539	0.005302115	0.673709298	0	0	1	0	0	0.077549665	10.17423169	0	241.601	0.016175847	
ENbr3 BZ Equity	2006							0								
ENbr3 BZ Equity	2007		0.286793	0.045248818	0.334577918	0	0	0		1	0.090230818	9.659097968		439.791	0.096415836	
ENbr3 BZ Equity	2008	3	0.293776	0.037132909	0.042283765	0	0	0	1	0	0.095428682	9.654511041	0	388.779	0.0861374	
ENbr3 BZ Equity	2009	3	0.267972	0.05838087	0.344978912	0	0	0	1	0	0.075400763	9.690564277	0	695.694	0.141858049	
ENbr3 BZ Equity	2010	3	0.264315	0.045476407	0.314115151	0	0	0	1	0	0.111814977	9.664801939	0	582.558	0.126048369	
ENbr3 BZ Equity	2011	3	0.265394	0.036039637	0.242454353	0	0	0	1	0	0.090247418	9.701940472	0	490.714	0.097473818	
ENbr3 BZ Equity	2012	3	0.296665	0.023802269	0.164320292	0	0	0	1	0	0.074945194	9.756286783	0	343.463	0.06019954	
ENbr3 BZ Equity	2013		0.230488	0.026572016	0.233316439	0	0	0	1	0	0.054086932	9.809861798	0	375.768	0.058218096	
ENbr3 BZ Equity	2014		0.254974	0.056446504	0.142874862	7.59198E-11	0	0	1	1	0.060092372	9.851043718	0	743.502	0.104770357	
ENbr3 BZ Equity	2015		0.335997	0.068754759	0.291626271	5.43114E-11	0	0	1	1	0.113221304	9.949327932	0	1265.936	0.142260332	
ENGI3 BZ Equity	2006							0								
ENGI3 BZ Equity	2007		0.497841	0.324882549	1.225034312	0	0	0		1	0.894410594	9.052013309		1048.703	0.93033466	
ENGI3 BZ Equity	2008		0.484524	0.259840689	2.427141279	0	0	0	1	0	1.497622975	9.206922165	0	862.946	0.53587248	
ENGI3 BZ Equity	2009	3	0.494547	0.421980062	0.873755785	0	0	0	1	0	1.29259773	9.214869534	0	1507.747	0.919303553	
ENGI3 BZ Equity	2010	3	0.490098	0.448636656	1.478393244	0.018430427	0	0	1	1	1.339343327	9.300284976	0	1630.447	0.816623192	
ENGI3 BZ Equity	2011	3	0.517183	0.287295261	1.28304566	0	0	0	1	0	1.37224532	9.333310012	0	1223.419	0.567891292	
ENGI3 BZ Equity	2012	3	0.549105	0.377892676	1.378831969	0	0	0	1	0	0.938006939	9.38500052	0	1911.9	0.787888304	
ENGI3 BZ Equity	2013	2	0.510504	0.348030751	1.212722331	0	0	0	1	0	1.273542959	9.465245849	0	1923.559	0.658960926	
ENGI3 BZ Equity	2014	2	0.389646	0.048543188	0.469314629	5.37587E-11	0	1	1	1	1.053130112	9.447924814	0	902.983	0.321925041	
ENGI3 BZ Equity	2015	2	0.428814	0.028984635	0.220242235	5.40477E-11	0	0	1	1	0.301108755	9.918007205	0	536.279	0.064771445	
ENMT4 BZ Equity	2006							0								
ENMT4 BZ Equity	2007		0.220257	0.052743036	0.151524519	0	0	0		1	0.083346266	9.04417469		147.144	0.132913125	
ENMT4 BZ Equity	2008		0.3203	0.026175403	-0.052071044	0	0	0	1	0	0.13232981	9.052685864	0	84.561	0.074900419	
ENMT4 BZ Equity	2009		0.324709	0.0469093	-0.084387555	0	0	0	1	0	0.074870112	9.096782485	0	149.496	0.119631924	
ENMT4 BZ Equity	2010		0.385904	0.005589892	-0.048069053	0	0	0	1	0	0.12932124	9.22487063	0	18.605	0.011085596	
ENMT4 BZ Equity	2011		0.366143	0.041410128	0.032219215	0	0	0	1	0	0.015920624	9.291499386	0	146.884	0.075071502	
ENMT4 BZ Equity	2012		0.323824	-0.013834529	-0.209664264	0	0	0	1	0	0.11500839	9.303145927	0	-52.879	-0.026310997	
ENMT4 BZ Equity	2013	1	0.337278	-0.104125646	-0.56560513	0.040028213	0	0	1	1	-0.043082406	9.37010562	0	-382.711	-0.163216975	
ENMT4 BZ Equity	2014	2	0.301666	0.02379674	0.275693041	2.27124E-10	0	0	1	1	-0.468466053	9.364169437	0	104.774	0.045298528	
ENMT4 BZ Equity	2015	1	0.31663	0.009695396	0.125462672	2.14282E-10	0	0	1	1	0.079549251	9.421253389	0	45.246	0.017152475	
ETER3 BZ Equity	2006							1								
ETER3 BZ Equity	2007		0.02709	0.124856747	0.403458723	0	0	1		1	0.165979681	8.549946888		43.688	0.123144573	
ETER3 BZ Equity	2008		0.022934	0.210451428	0.700537363	0	0	1	0	0	0.187833474	8.603536252	0	81.201	0.202313622	
ETER3 BZ Equity	2009		0.055435	0.127865739	0.720604656	0	0	1	0	0	0.327493376	8.735775296	0	73.119	0.134355345	
ETER3 BZ Equity	2010		0.036205	0.15442202	0.6245021	0	0	1	0	0	0.187099383	8.76586815	0	102.085	0.17502246	
ETER3 BZ Equity	2011		0.070012	0.140465506	0.633364293	0	0	0	0	0	0.247485387	8.880095842	0	97.193	0.128097055	
ETER3 BZ Equity	2012		0.098684	0.139490446	0.586472275	0	0	1	0	0	0.221848137	8.913939885	0	113.004	0.137769769	
ETER3 BZ Equity	2013	3	0.09918	0.122660838	0.521597061	0	0	0	0	0	0.235653781	8.957280126	0	102.254	0.112823659	
ETER3 BZ Equity	2014	4	0.142476	0.094846213	0.470448445	0	0	0	0	0	0.202031498	8.981048513	0	85.159	0.088957392	
ETER3 BZ Equity	2015	3	0.179235	0.031526135	0.390549861	0	0	0	0	0	0.165418952	8.990407235	0	29.42	0.030077064	
FESA4 BZ Equity	2006							1								
FESA4 BZ Equity	2007			0.088261219	0.89197963	0	0	1		1	0.060232068	8.599964904		57.375	0.144131131	
FESA4 BZ Equity	2008		0.004505	0.339834193	1.060381442	0	0	1	0	0	0.09903169	8.649968311	0	336.008	0.752283102	
FESA4 BZ Equity	2009			0.027079816	1.341921951	0	0	1	0	0	0.397219999	8.943946382	0	29.06	0.033063531	
