id	year	y	alav	roa	folga	bnp	finep	exp	ener	bndesdummy	roe	logporte	ti	LL	lucrativ	
FESA4 BZ Equity	2010			0.112486678	1.166521031	0	0	1	0	0	0.03144205	8.653938626	0	133.729	0.296679113	
FESA4 BZ Equity	2011		0.011086	0.072244771	1.012560463	0	0	1	0	0	0.129744293	8.828052491	0	90.619	0.134637728	
FESA4 BZ Equity	2012			0.065283806	0.894416549	0.012760511	0	1	0	1	0.082598217	8.807760911	0	85.326	0.132837433	
FESA4 BZ Equity	2013		0.006143	0.053179341	0.768448136	0	0	1	0	0	0.073371633	8.849666283	0	73.483	0.103877286	
FESA4 BZ Equity	2014	1	0.009358	0.062543405	0.873929256	0	0	1	0	0	0.060323491	8.902966195	0	91.409	0.114293824	
FESA4 BZ Equity	2015	2	0.010849	0.105411252	0.870235371	0	0	1	0	0	0.071531644	8.918159871	0	173.226	0.209147754	
fftl4 BZ Equity	2006							1								
fftl4 BZ Equity	2007		0.01849	0.159483163	0.428681438	0	0	1		1	0.179344855	8.976452189		228.9395	0.241695487	
fftl4 BZ Equity	2008	2	0.005812	0.232713124	0.837410553	0	0	1	0	0	0.282578074	9.096443991	0	429.228	0.343751066	
fftl4 BZ Equity	2009	3	0.032077	-0.047024267	0.0440734	0	0	1	0	0	0.522726398	9.27992742	0	-143.1643	-0.07514625	
fftl4 BZ Equity	2010	3	0.077084	0.015937662	0.114558351	0	0	1	0	0	-0.071873565	9.095686011	0	56.5073	0.045333426	
fftl4 BZ Equity	2011					0	0	1	0	0	0.026478249	9.182723628	0			
fftl4 BZ Equity	2012					0	0	1	0	0			0			
fftl4 BZ Equity	2013					0	0	1	0	0			0			
fftl4 BZ Equity	2014					0	0	1	0	0			0			
fftl4 BZ Equity	2015					0	0	1	0	0			0			
FIBR3 BZ Equity	2006							1								
FIBR3 BZ Equity	2007		0.27722	0.071223654	0.58514981	0.070918632	0	1		1	0.128235601	9.579236498		836.878	0.220508661	
FIBR3 BZ Equity	2008		0.39579		0.374886791	0.011541915	0	1	0	1	0.148576142	9.506649773	0			
FIBR3 BZ Equity	2009		0.348595	0.032558952	0.516163667	0.008657582	0	1	0	1		9.399128608	0	1025.6828	0.409151799	
FIBR3 BZ Equity	2010		0.350803	0.019846707	0.525984473	0.013449404	0	1	0	1	0.074777254	9.748053724	0	598.646	0.106934135	
FIBR3 BZ Equity	2011	3	0.405477	-0.031244723	0.483814175	0.026768687	0	1	0	1	0.038860888	9.798193809	0	-872.622	-0.138877647	
FIBR3 BZ Equity	2012	3	0.382594	-0.025038782	0.496564105	0.002959824	0	1	0	1	-0.06001661	9.767474974	0	-704.706	-0.120374084	
FIBR3 BZ Equity	2013	3	0.365347	-0.026408129	0.094287367	0.008058995	0	1	0	1	-0.046451451	9.790592862	0	-706.422	-0.114411941	
FIBR3 BZ Equity	2014	3	0.325331	0.006078929	0.185997295	0	0	1	0	0	-0.048748162	9.839943266	0	155.584	0.022491668	
FIBR3 BZ Equity	2015	3	0.432963	0.01162551	0.663132488	0	0	1	0	0	0.010644988	9.850254213	0	342.185	0.048306632	
FJTA4 BZ Equity	2006							1								
FJTA4 BZ Equity	2007		0.224307	0.074136045	0.524948915	0	1	1		0	0.115922545	8.611585246		43.643	0.106740529	
FJTA4 BZ Equity	2008	4	0.176136	0.067741678	0.490497035	0	0	1	0	0	0.149706884	8.632728515	0	55.075	0.128299803	
FJTA4 BZ Equity	2009	4	0.23147	0.056584625	0.49580195	0	0	1	0	0	0.167489288	8.777585575	0	52.02	0.086813002	
FJTA4 BZ Equity	2010	4	0.293184	0.07028577	0.816778358	0	0	1	0	0	0.125402883	8.817708128	0	70.276	0.106929837	
FJTA4 BZ Equity	2011	4	0.410136	0.03348658	0.594787989	0.028653134	0	1	0	1	0.152581859	8.784702146	0	37.315	0.061260608	
FJTA4 BZ Equity	2012	4	0.603729	-0.105186735	0.058613392	0	0	1	0	0	0.114732424	8.790965987	0	-117.21	-0.189670015	
FJTA4 BZ Equity	2013		0.607423	-0.067824007	0.015990233	0	0	1	0	0	-0.580880167	8.845700051	0	-80.31	-0.114569647	
FJTA4 BZ Equity	2014		0.629251	-0.189251891	-0.290509791	0	0	1	0	0	-0.550094868	8.90705647	0	-185.422	-0.229670275	
FJTA4 BZ Equity	2015		0.527911	-0.148387034	-0.440315656	0	0	1	0	0	-3.557939173	8.77198118	0	-151.702	-0.256454383	
FLRY3 BZ Equity	2006							0								
FLRY3 BZ Equity	2007		0.275351	0.050009883	0.027939042	0	0	0		1	0.302830189	8.688063697		25.3	0.051886792	
FLRY3 BZ Equity	2008	2	0.287822	0.068104427	0.016733304	0	0	0	0	0	0.249506903	8.741309209	0	42	0.076197388	
FLRY3 BZ Equity	2009	2	0.10529	0.066535258	0.911025082	0	1	0	0	0	0.276497696	8.82949675	0	83.577	0.123762772	
FLRY3 BZ Equity	2010	2	0.068069	0.097879937	0.973165365	0	0	0	0	0	0.099618699	8.886552199	0	130.001	0.168808571	
FLRY3 BZ Equity	2011	2	0.207428	0.03541493	0.49705394	0	0	0	0	0	0.128484497	8.940287822	0	100.647	0.115481658	
FLRY3 BZ Equity	2012	1	0.20454	0.038926885	0.35013181	0	1	0	0	0	0.061675453	9.051438484	0	106.588	0.094682525	
FLRY3 BZ Equity	2013	2	0.306594	0.019040741	0.616927902	0	0	1	0	0	0.062481681	9.176607184	0	61.143	0.040713605	
FLRY3 BZ Equity	2014	1	0.323643	0.026731527	0.745502771	0	1	0	0	0	0.036200003	9.219295249	0	85.802	0.051784783	
FLRY3 BZ Equity	2015	1	0.308997	0.03350284	0.452072464	0	0	0	0	0	0.054547974	9.225024829	0	107.343	0.063936506	
fras3 BZ Equity	2006							1								
fras3 BZ Equity	2007		0.285727	0.111817976	0.4297366	0	1	1		1	0.24773869	8.592787228		41.006	0.104727366	
fras3 BZ Equity	2008	4	0.391305	0.055009645	0.453003158	0	0	1	0	0	0.213407304	8.623157252	0	25.522	0.060779546	
fras3 BZ Equity	2009	4	0.364832	0.065020867	0.60364939	0	0	1	0	0	0.122386542	8.635780212	0	40.134	0.092839381	
fras3 BZ Equity	2010	4	0.376987	0.069455197	0.600867413	0	0	1	0	0	0.136694789	8.631499574	0	48.357	0.112969128	
fras3 BZ Equity	2011	4	0.413841	0.056661408	0.644932723	0.128298794	1	1	0	1	0.148764678	8.707150155	0	44.036	0.086428646	
fras3 BZ Equity	2012	3	0.456743	0.027569199	0.385173905	0	0	1	0	0	0.125493012	8.736862422	0	24.739	0.045343989	
fras3 BZ Equity	2013		0.437516	0.042820779	0.56114889	0	0	1	0	0	0.067046994	8.821354979	0	40.003	0.060358381	
fras3 BZ Equity	2014		0.426726	0.047752091	0.512490225	0	0	1	0	0	0.101056466	8.855689327	0	45.002	0.062739707	
fras3 BZ Equity	2015		0.393588	0.053712876	0.387916165	0	0	1	0	0	0.110038218	8.883478028	0	52.153	0.068202653	
FRIO3 BZ Equity	2006							1								
FRIO3 BZ Equity	2007		0.256103	0.002401914	0.615984991	0	0	1		0	0.281591858	8.471081849		1.497	0.005059877	
FRIO3 BZ Equity	2008		0.488931	-0.102667532	0.265796141	0	0	1	0	0	0.004233274	8.760556672	0	-87.937	-0.152621239	
FRIO3 BZ Equity	2009		0.40722	0.048134781	0.439867085	0	0	1	0	0	-0.300172381	8.860249342	0	34.822	0.048040152	
FRIO3 BZ Equity	2010	3	0.464032	0.075230842	0.589932037	0	0	1	0	0	0.123723574	8.80837912	0	66.866	0.103950414	
FRIO3 BZ Equity	2011	3	0.560363	0.007620634	0.60775894	0	0	1	0	0	0.21193325	8.89402348	0	7.248	0.009251128	
FRIO3 BZ Equity	2012	3	0.554415	0.013223186	0.455595628	0	0	1	0	0	0.028183801	8.878085559	0	12.959	0.017158761	
FRIO3 BZ Equity	2013		0.597663	-0.019311629	0.191161387	0	0	1	0	0	0.046362118	8.846206557	0	-23.373	-0.033304882	
FRIO3 BZ Equity	2014		0.619652	-0.061154541	0.034431353	0	0	1	0	0	-0.087065196	8.910151439	0	-69.514	-0.085491087	
FRIO3 BZ Equity	2015		0.717494	-0.091085196	-0.176561447	0	0	1	0	0	-0.384882427	8.945190291	0	-109.792	-0.124560518	
GEPA4 BZ Equity	2006							0								
GEPA4 BZ Equity	2007		0.30687	0.021977448	0.102680697	0	0	0		1	0.040463152	8.778228693		72.783	0.121283371	
GEPA4 BZ Equity	2008	4	0.288873	0.044209783	0.435307619	0	0	0	1	0	0.034098144	8.802252259	0	148.332	0.23387435	
GEPA4 BZ Equity	2009	4	0.169964	0.020558255	0.524974301	0	0	0	1	0	0.069251531	8.849917308	0	102.323	0.144562602	
GEPA4 BZ Equity	2010	4	0.171712	0.037022687	0.848314902	0	0	0	1	0	0.030826067	8.892247136	0	180.505	0.231335403	
GEPA4 BZ Equity	2011	4	0.163496	0.063771237	0.692277903	0	0	0	1	0	0.055475017	8.935659897	0	281.261	0.32617421	
GEPA4 BZ Equity	2012	4	0.227618	0.077771717	0.546599859	0	0	0	1	0	0.099552077	8.981366869	0	324.648	0.338879941	
GEPA4 BZ Equity	2013	3	0.246354	0.092732186	0.815315637	0	0	0	1	0	0.131566726	9.042641656	0	418.251	0.379136269	
GEPA4 BZ Equity	2014	3	0.311131	0.074294918	0.820542303	2.60156E-10	0	0	1	1	0.172597771	9.084946432	0	285.578	0.234843376	
GEPA4 BZ Equity	2015	3	0.348775	0.043668418	0.331533191	2.39086E-10	0	0	1	1	0.152750959	9.087425747	0	182.647	0.149343662	
GGBR4 BZ Equity	2006							1								
GGBR4 BZ Equity	2007		0.382717	0.085428323	0.511891255	0.002262122	0	1		0	0.226289877	10.37137749		3549.881	0.150951109	
GGBR4 BZ Equity	2008	3	0.393457	0.066731087	0.492784626	0	0	1	0	0	0.212272729	10.48591338	0	3940.505	0.128717768	
GGBR4 BZ Equity	2009	3	0.325703	0.025165602	0.421749667	0.006176781	0	1	0	1	0.157345927	10.62229533	0	1121.966	0.026772219	
GGBR4 BZ Equity	2010	3	0.342028	0.049951622	0.403653775	0.018106635	0	1	0	1	0.050987346	10.42390174	0	2142.488	0.0807266	
GGBR4 BZ Equity	2011	3	0.27377	0.040129152	0.390711399	0.015219811	0	1	0	1	0.106339534	10.49683571	0	2005.727	0.063890474	
GGBR4 BZ Equity	2012	3	0.281139	0.026851539	0.295558654	0.006514832	0	1	0	1	0.075631293	10.54908643	0	1425.633	0.040264407	
GGBR4 BZ Equity	2013		0.286984	0.027204843	0.338229966	0	0	1	0	0	0.049504726	10.57957403	0	1583.731	0.041697247	
GGBR4 BZ Equity	2014		0.309657	0.022252874	0.360789362	0	0	1	0	0	0.049459512	10.60057038	0	1402.873	0.035192326	
GGBR4 BZ Equity	2015		0.377501	-0.06493269	0.24344373	0	0	1	0	0	0.042185917	10.6288622	0	-4551.438	-0.10697602	
GRND3 BZ Equity	2006							1								
GRND3 BZ Equity	2007		0.124747	0.086279783	1.204976368	0	0	1		1	0.137846063	9.042527474		126.008	0.114253798	
GRND3 BZ Equity	2008		0.135738	0.145068535	1.35190016	0	0	1	0	0	0.112687544	9.080342516	0	239.367	0.198939839	
GRND3 BZ Equity	2009		0.073997	0.154273609	1.238003311	0	0	1	0	0	0.181602786	9.096862412	0	272.211	0.21779267	
GRND3 BZ Equity	2010		0.089148	0.156254423	1.245270609	0	0	1	0	0	0.185864237	9.163088887	0	312.399	0.214595568	
GRND3 BZ Equity	2011		0.054103	0.149316785	1.501495333	0	0	1	0	0	0.186432738	9.205341616	0	305.446	0.190367509	
GRND3 BZ Equity	2012		0.060208	0.187218846	1.211305309	0	0	1	0	0	0.169602521	9.171034541	0	429.003	0.289351533	
GRND3 BZ Equity	2013		0.049691	0.182979072	1.11958344	0	0	1	0	0	0.219600402	9.274694841	0	433.54	0.230321421	
GRND3 BZ Equity	2014		0.063891	0.182789569	1.153996086	0	0	1	0	0	0.209646221	9.339901205	0	490.244	0.224135724	
GRND3 BZ Equity	2015		0.069879	0.180987457	1.173578207	0	0	1	0	0	0.210591881	9.348946677	0	551.223	0.246820174	
HYPE3 BZ Equity	2006							1								
HYPE3 BZ Equity	2007		0.547491	0.029855571	0.152016498	0	0	1		1	-0.078395722	8.580088638		58.833	0.154714977	
HYPE3 BZ Equity	2008	4	0.369183	-0.058303877	0.145341239	0	0	1	0	0	0.084934343	8.922954738	0	-207.876	-0.24822734	
HYPE3 BZ Equity	2009	2	0.353165	0.049840755	0.423601867	0.007539948	0	1	0	1	-0.108464891	9.124828195	0	313.373	0.23508958	
HYPE3 BZ Equity	2010	2	0.417586	0.026223714	0.949719723	0	0	1	0	0	0.091168094	9.306483358	0	261.901	0.129316457	
HYPE3 BZ Equity	2011	4	0.400817	-0.0041013	0.961132348	0	0	1	0	0	0.051768391	9.499649699	0	-54.651	-0.017296109	
HYPE3 BZ Equity	2012		0.31288	0.016111312	0.660026905	0	0	1	0	0	-0.008223223	9.521743319	0	203.913	0.061334043	
HYPE3 BZ Equity	2013		0.312658	0.020534496	0.534776118	0	0	1	0	0	0.029688721	9.588124078	0	256.722	0.066273363	
HYPE3 BZ Equity	2014		0.345983	0.028996541	0.808854173	0	1	1	0	0	0.036267459	9.629281127	0	402.695	0.09455731	
HYPE3 BZ Equity	2015		0.311004	0.035382468	2.361223466	0	0	1	0	0	0.053865301	9.442181148	0	559.872	0.202258881	
IDNT3 BZ Equity	2006							0								
IDNT3 BZ Equity	2007		0.529693	-0.975046236	-0.536116533	0	0	0		0	-2.452876272	7.676922126		-289.969	-6.101399264	
IDNT3 BZ Equity	2008		1.188328	-0.369781097	-0.086371648	0	0	0	0	0	-3.435610952	8.733607283	1	-156.88	-0.289707873	
IDNT3 BZ Equity	2009		3.806798	-0.12734697	-0.013719372	0	0	0	0	0	-0.82934643	8.943091692	1	-53.86	-0.061400889	
IDNT3 BZ Equity	2010		2.953278	-0.025337665	0.035551148	0	0	0	0	0	-0.460019474	8.924306687	1	-13.398	-0.015948994	
IDNT3 BZ Equity	2011		0.636104	-0.039618353	0.000243549	0	0	0	0	0	-0.1008134	9.031811868	1	-31.396	-0.029178466	
IDNT3 BZ Equity	2012		0.711013	0.224252848	0.11524779	0	0	0	0	0	-0.270054534	9.143613027	1	176.807	0.127024188	
IDNT3 BZ Equity	2013	4	1.348201	-0.026510009	-0.030997906	0	0	0	0	0	1.83840747	9.207770585	1	-22.985	-0.014245376	
IDNT3 BZ Equity	2014	4	3.41924	-0.028282011	-0.046532049	0	0	0	0	0	-0.186948954	9.187058544	1	-20.686	-0.01344677	
IDNT3 BZ Equity	2015	4	3.574909	-0.226329086	-0.3394125	0	0	0	0	0	-0.251789279	9.107217095	1	-77.405	-0.060471664	
igua3 BZ Equity	2006							1								
igua3 BZ Equity	2007		0.440044	0.067156413	0.215012278	0	0	1		1	0.090522661	8.662454664		26.328	0.05727475	
igua3 BZ Equity	2008		0.419989	0.01826126	0.281242039	0	0	1	0	0	0.146842616	8.668651445	0	7.477	0.016035257	
igua3 BZ Equity	2009		0.621933	0.021300642	0.049496928	0	0	1	0	0	0.038465496	8.690725773	0	10.969	0.022358428	
igua3 BZ Equity	2010		0.508028	0.017187578	0.013347002	0	0	1	0	0	0.090287266	8.785838587	0	8.251	0.013510394	
igua3 BZ Equity	2011		0.561113	-0.45843748	-0.323700812	0	0	1	0	0	0.049045657	8.76825839	0	-249.07	-0.424681195	
igua3 BZ Equity	2012		0.760554	-0.10449733	-0.464786655	0	0	1	0	0	-1.46616984	8.847146792	0	-68.103	-0.096832122	
igua3 BZ Equity	2013		0.343384	-0.02219795	-0.38272232	0	0	1	0	0	0.90271997	9.023756854	0	-11.32	-0.010717403	
igua3 BZ Equity	2014		0.08774		-0.84783176	0	0	1	0	0	0.076878672	8.880825592	0			
igua3 BZ Equity	2015					0	0	1	0	0		8.616878638	0			
ITEC3 BZ Equity	2006							1								
ITEC3 BZ Equity	2007		0.190454	0.094008328	0.355194405	0	0	1		0	0.143220465	9.166338331		100.553	0.068557773	
ITEC3 BZ Equity	2008	4	0.219128	0.033457476	0.312095782	0	0	1	0	0	0.237670684	9.182972713	1	40.543	0.026603769	
ITEC3 BZ Equity	2009	4	0.189832	0.039033843	0.34682306	0	1	1	0	0	0.089432562	9.252031219	1	51.282	0.028703426	
ITEC3 BZ Equity	2010	4	0.193595	0.010656916	0.341624382	0	0	1	0	0	0.102061449	9.121824673	1	11.521	0.00870293	
ITEC3 BZ Equity	2011	4	0.189076	0.037050826	0.365957751	0	0	1	0	0	0.022415182	9.196293105	1	43.588	0.027737917	
ITEC3 BZ Equity	2012	4	0.141159	0.000615442	0.644527607	0	0	1	0	0	0.081062584	9.188166606	1	0.662	0.000429231	
ITEC3 BZ Equity	2013	4	0.274406	-0.517029543	-0.487759575	0	0	1	0	0	0.001217288	8.845369079	1	-388.071	-0.554041263	
ITEC3 BZ Equity	2014	3	0.298808	-0.133491701	-0.070848788	0	0	0	0	0	-2.488288589	8.642766146	1	-38.662	-0.088007193	
ITEC3 BZ Equity	2015	1	0.355587	-0.088077272	0.520374411	0	0	0	0	0	-0.353843479	8.007060383	1	-19.295	-0.189838546	
JBSS3 BZ Equity	2006							1								
JBSS3 BZ Equity	2007		0.443838	-0.019534564	0.057905518	0	0	1		1	0.866037263	9.633638302		-165.032	-0.038364528	
JBSS3 BZ Equity	2008	1	0.34893	0.001611483	0.120683296	0.012425178	0	1	0	1	-0.05410119	10.15049766	0	25.939	0.001834238	
JBSS3 BZ Equity	2009	1	0.407591	0.005028658	0.143715566	0	0	1	0	0	0.004230137	10.48201923	0	220.71	0.007274494	
JBSS3 BZ Equity	2010	1	0.427291	-0.006798861	0.086319168	0	0	1	0	0	0.011525013	10.54289475	0	-302.748	-0.008673343	
JBSS3 BZ Equity	2011	1	0.398083	-0.001596785	0.120716311	0	0	1	0	0	-0.016194193	10.74080309	0	-75.705	-0.001375059	
JBSS3 BZ Equity	2012	1	0.411787	0.014449216	0.113145789	0	0	1	0	0	-0.003504993	10.79096571	0	718.938	0.011633911	
JBSS3 BZ Equity	2013	2	0.477082	0.013497947	0.139782924	0	0	1	0	0	0.033543029	10.879077	0	926.907	0.01224501	
JBSS3 BZ Equity	2014	1	0.48851	0.024814952	0.132506788	0	1	1	0	0	0.040068163	10.96802879	0	2035.91	0.02191441	
JBSS3 BZ Equity	2015	2	0.541118	0.038110895	0.183827012	0	0	1	0	0	0.079395847	11.0808779	0	4640.114	0.038516849	
KEPL3 BZ Equity	2006							1								
KEPL3 BZ Equity	2007		0.3902	-0.023873662	0.514546687	0	0	1		1	1.408212819	8.264643126		-9.403	-0.051123822	
KEPL3 BZ Equity	2008	1	0.394115	-0.007936546	0.348232841	0	0	1	0	0	-0.054511409	8.181726427	0	-3.312	-0.021795353	
KEPL3 BZ Equity	2009	1	0.320207	-0.006707263	0.489346069	0	0	1	0	0	-0.019054194	8.517264535	0	-3.485	-0.010591031	
KEPL3 BZ Equity	2010	2	0.297936	0.046015737	0.42217573	0	0	1	0	0	-0.014676465	8.326982724	0	25.404	0.11965184	
KEPL3 BZ Equity	2011	1	0.330982	0.0444961	0.521311172	0	0	1	0	0	0.094560641	8.563872486	0	28.254	0.07712718	
KEPL3 BZ Equity	2012	2	0.227509	0.053207938	0.38533742	0	0	1	0	0	0.095159188	8.625442102	0	31.281	0.074103467	
KEPL3 BZ Equity	2013	1	0.171768	0.092106337	0.429433111	0	0	1	0	0	0.097456795	8.627817329	0	62.098	0.146305376	
KEPL3 BZ Equity	2014	2	0.125057	0.155956628	0.415869818	0	0	1	0	0	0.170560478	8.774343213	0	132.684	0.223087554	
KEPL3 BZ Equity	2015	2	0.131445	0.007882614	0.331603012	0	0	1	0	0	0.260771127	8.957051974	0	6.237	0.006885314	
KLBN4 BZ Equity	2006							1								
KLBN4 BZ Equity	2007		0.512564	0.013255507	0.9284587	0.064144766	0	1		1	0.039137218	9.433417457		106.174	0.039138189	
KLBN4 BZ Equity	2008		0.66134	0.007553323	0.955534897	0.008535962	0	1	0	1	0.036998757	9.446605816	0	62.256	0.022262575	
KLBN4 BZ Equity	2009		0.414663	0.001812943	0.760922038	0	0	1	0	0	0.027365407	9.490882304	0	20.671	0.006675429	
KLBN4 BZ Equity	2010		0.396134	0.006757145	0.771668415	0.092580173	0	1	0	1	0.004380541	9.471317973	0	82.851	0.02798851	
KLBN4 BZ Equity	2011		0.415751	0.014806231	0.696527664	0.029669205	0	1	0	1	0.016073522	9.563874501	0	188.655	0.05149841	
KLBN4 BZ Equity	2012		0.428085	0.012709266	0.799799391	0.2390591	0	1	0	1	0.038048308	9.589854805	0	179.174	0.046070209	
KLBN4 BZ Equity	2013		0.466745	0.013504612	0.827504743	0.020685597	0	1	0	1	0.033052317	9.619476301	0	201.482	0.048390482	
KLBN4 BZ Equity	2014		0.518827	0.009828347	1.256914309	0	0	1	0	0	0.037362218	9.662695232	0	208.104	0.045246521	
KLBN4 BZ Equity	2015		0.686067	0.007652795	1.14180896	0	0	1	0	0	0.029483486	9.689653494	0	201.025	0.041076798	
LEVE3 BZ Equity	2006							1								
LEVE3 BZ Equity	2007		0.265932	0.089274213	0.118088982	0	0	1		1	0.22150295	9.176947711		106.174	0.070643217	
LEVE3 BZ Equity	2008		0.341424	0.038122275	0.144982848	0.012360304	0	1	0	1	0.204277408	9.214673539	0	62.256	0.037975865	
LEVE3 BZ Equity	2009	4	0.258555	0.013193175	0.275468017	0	0	1	0	0	0.136327206	9.271058474	0	20.671	0.011073962	
LEVE3 BZ Equity	2010	4	0.247295	0.032135747	0.486979049	0	0	1	0	0	0.028251614	9.171616184	0	82.851	0.055806087	
LEVE3 BZ Equity	2011	4	0.272581	0.074261109	0.44496679	0	0	1	0	0	0.061469645	9.260881236	0	188.655	0.103463481	
LEVE3 BZ Equity	2012	4	0.206063	0.075575556	0.418514049	0	0	1	0	0	0.140569326	9.349618611	0	179.174	0.080104401	
LEVE3 BZ Equity	2013	4	0.201127	0.08299176	0.538030728	0	0	1	0	0	0.132484481	9.360251561	0	201.482	0.087899153	
LEVE3 BZ Equity	2014	4	0.231871	0.081743118	0.600117445	0	1	1	0	0	0.146611374	9.379079154	0	208.104	0.086936324	
LEVE3 BZ Equity	2015	4	0.19358	0.081125822	0.520584099	0	0	1	0	0	0.15469196	9.367911016	0	201.025	0.08616662	
LIGT3 BZ Equity	2006							0								
LIGT3 BZ Equity	2007		0.2129	0.120541305	0.750268384	0.003411803	0	0		1	-0.099761354	9.734248173		1077.241	0.198639083	
LIGT3 BZ Equity	2008	2	0.229384	0.102986327	0.697274017	0	0	0	0	0	0.403710835	9.698307461	0	974.453	0.195188145	
LIGT3 BZ Equity	2009	3	0.250291	0.05977313	0.51997366	0	0	0	0	0	0.347559145	9.731318274	0	588.804	0.109308133	
LIGT3 BZ Equity	2010	3	0.257699	0.059943153	0.478808489	0.003706543	0	0	0	1	0.16569095	9.792874539	0	575.15	0.092663049	
LIGT3 BZ Equity	2011	2	0.376288	0.030917106	0.371277579	0	0	0	0	0	0.172710249	9.813486514	0	341.978	0.052542611	
LIGT3 BZ Equity	2012	2	0.380131	0.038028707	0.28885862	0	0	0	0	0	0.107817322	9.841658805	0	423.923	0.061041919	
LIGT3 BZ Equity	2013	2	0.447256	0.045171947	0.212786409	0	0	0	0	0	0.1401082	9.856267169	0	587.335	0.081774653	
LIGT3 BZ Equity	2014	1	0.482779	0.048615342	0.215550216	0	1	0	0	0	0.168913293	9.870535929	0	662.831	0.089303171	
LIGT3 BZ Equity	2015	1	0.508144	0.002844161	0.006890015	0	0	0	0	0	0.182667264	9.963827101	0	42.395	0.004607735	
LINX3 BZ Equity	2006							0								
LINX3 BZ Equity	2007					0	0	0		1						
LINX3 BZ Equity	2008					0	0	0	0	0			1			
LINX3 BZ Equity	2009	4	0.510878	0.09254072	1.143279751	0	0	1	0	0			1	12.488		
LINX3 BZ Equity	2010	4	0.4295	0.106254859	0.236633143	0.208259712	0	1	0	1	1.701826111	7.863150298	1	22.551	0.309040578	
LINX3 BZ Equity	2011	4	0.143966	0.05900933	0.524681937	0	0	0	0	0	0.328473214	8.112142312	1	21.036	0.162487834	
LINX3 BZ Equity	2012	4	0.252038	0.046089553	0.619429975	0.2738152	0	0	0	1	0.085112581	8.295404346	1	17.304	0.08764803	
LINX3 BZ Equity	2013	4	0.061176	0.081156186	1.430167	0.070220062	0	0	0	1	0.074125161	8.363591299	1	62.41	0.270186026	
LINX3 BZ Equity	2014	4	0.081816	0.076607775	0.998381615	0	0	1	0	0	0.106434504	8.470482524	1	67.582	0.22874337	
LINX3 BZ Equity	2015	4	0.128842	0.064068701	0.899675563	0	0	0	0	0	0.106566295	8.566806221	1	63.818	0.1730362	
LUPA3 BZ Equity	2006							1								
LUPA3 BZ Equity	2007		0.60154	-0.044711092	0.686534471	0	0	1		0	0.096866746	8.349444606		-49.536	-0.221552333	
LUPA3 BZ Equity	2008		0.684919	-0.017072335	0.602969037	0	0	1	0	0	-0.19293927	8.587682909	1	-29.53	-0.076309839	
LUPA3 BZ Equity	2009		0.70821	0.010428836	0.755193979	0	0	1	0	0	-0.096306249	8.847987632	1	15.408	0.021865461	
LUPA3 BZ Equity	2010		0.391216	-0.050664441	0.146703946	0	1	1	0	0	0.053637819	8.744419732	1	-73.224	-0.131896636	
LUPA3 BZ Equity	2011		0.522447	-0.166555207	-1.13469789	0	0	1	0	0	-0.397194513	8.764593781	1	-241.332	-0.414974233	
LUPA3 BZ Equity	2012	4	0.481718	-0.359269056	-1.857879881	0	0	1	0	0		8.734122666	1	-560.699	-1.034206148	
LUPA3 BZ Equity	2013	4	0.551391	-0.264846852	-4.016675903	0	0	1	0	0	2.908220002	8.749369097	1	-378.789	-0.674571925	
LUPA3 BZ Equity	2014	4	0.267292	-0.617044891	-1.689466466	0	0	1	0	0	0.672218367	8.643725012	1	-631.008	-1.433210077	
LUPA3 BZ Equity	2015	4	0.246118	-0.092302382	-0.190186885	0	0	1	0	0		8.584655693	1	-75.137	-0.195523138	
MAGG3 BZ Equity	2006							1								
MAGG3 BZ Equity	2007		0.088632	0.08654532	0.543156788	0	1	1		0	0.181527676	9.04790618		108.474	0.097144781	
MAGG3 BZ Equity	2008	2	0.439172	-0.009680309	0.531840737	0	0	1	0	0	0.128109315	9.07865978	0	-53.861	-0.044938092	
MAGG3 BZ Equity	2009	1	0.368513	-0.00640917	0.36927635	0	1	1	0	0	-0.025257601	9.166170999	0	-31	-0.021144173	
MAGG3 BZ Equity	2010	1	0.394003	0.018459723	0.634514212	0	0	1	0	0	-0.013861923	9.284784342	0	91.765	0.047631332	
MAGG3 BZ Equity	2011	1	0.323896	0.018355436	0.642695642	0	0	1	0	0	0.041416927	9.357245524	0	97.911	0.043011636	
MAGG3 BZ Equity	2012	1	0.330261	0.010486995	0.610473009	0	0	1	0	0	0.036903528	9.365282582	0	59.404	0.025617285	
MAGG3 BZ Equity	2013	2	0.372839	0.008563419	0.692591611	0	0	1	0	0	0.021133753	9.389963036	0	55.439	0.022586678	
MAGG3 BZ Equity	2014	1	0.379707	-0.014498623	0.45754693	0	1	1	0	0	0.018333451	9.424221857	0	-95.809	-0.036073182	
MAGG3 BZ Equity	2015	2	0.43979	-0.16300247	0.007214033	0	0	1	0	0	-0.033118933	9.458190787	0	-1061.283	-0.369522103	
MDIA3 BZ Equity	2006							1								
MDIA3 BZ Equity	2007		0.316899	0.047962443	0.278840128	0	0	1		1	0.134514015	9.124771501		80.138	0.060126649	
MDIA3 BZ Equity	2008	1	0.394846	0.090615152	0.110486274	0	0	1	0	0	0.083765901	9.178170309	0	214.226	0.142135274	
MDIA3 BZ Equity	2009	1	0.094233	0.155692235	0.263963668	0	0	1	0	0	0.177433702	9.340953666	0	351.554	0.160338707	
