date,val,type
2018-10,12380,Termica
2018-11,7217,Eolica
2018-11,50684.7,Hidreletrica
2018-11,1366.2,Nuclear
2018-11,379.3,Solar
2018-11,7769.8,Termica
2018-12,5114.7,Eolica
2018-12,54214.2,Hidreletrica
2018-12,1870.6,Nuclear
2018-12,451.4,Solar
2018-12,6140.8,Termica
2019-1,5842.4,Eolica
2019-1,58609.7,Hidreletrica
2019-1,1905.8,Nuclear
2019-1,540.4,Solar
2019-1,6148.7,Termica
2019-2,3423.5,Eolica
2019-2,56197.1,Hidreletrica
2019-2,1990.3,Nuclear
2019-2,485.8,Solar
2019-2,9634.9,Termica
2019-3,3562.3,Eolica
2019-3,55064.7,Hidreletrica
2019-3,1726,Nuclear
2019-3,488.2,Solar
2019-3,8264.8,Termica
2019-4,3704.8,Eolica
2019-4,54230.8,Hidreletrica
2019-4,1485.5,Nuclear
2019-4,483.5,Solar
2019-4,8758.7,Termica
2019-5,5324.5,Eolica
2019-5,50666.2,Hidreletrica
2019-5,1038,Nuclear
2019-5,486.6,Solar
2019-5,9413.5,Termica
2019-6,7335.9,Eolica
2019-6,45075.5,Hidreletrica
2019-6,1981.7,Nuclear
2019-6,507.6,Solar
2019-6,9107.7,Termica
2019-7,7068.9,Eolica
2019-7,40873.2,Hidreletrica
2019-7,2002,Nuclear
2019-7,533.9,Solar
2019-7,12629.1,Termica
2019-8,8839,Eolica
2019-8,37842.3,Hidreletrica
2019-8,2016.2,Nuclear
2019-8,600.8,Solar
2019-8,14710.5,Termica
2019-9,8492.8,Eolica
2019-9,40857.8,Hidreletrica
2019-9,2013.6,Nuclear
2019-9,664.3,Solar
2019-9,14632.6,Termica
2019-10,8342.8,Eolica
2019-10,43062.8,Hidreletrica
2019-10,1955.5,Nuclear
2019-10,682.7,Solar
2019-10,15307.5,Termica
2019-11,7385.8,Eolica
2019-11,44059.4,Hidreletrica
2019-11,2007.3,Nuclear
2019-11,669.2,Solar
2019-11,14740.2,Termica
2019-12,7053.8,Eolica
2019-12,46914.7,Hidreletrica
2019-12,1988.1,Nuclear
2019-12,671.1,Solar
2019-12,11327.2,Termica
2020-1,3799.6,Eolica
2020-1,52714.4,Hidreletrica
2020-1,1556.9,Nuclear
2020-1,593.2,Solar
2020-1,11960.7,Termica
2020-2,4059.3,Eolica
2020-2,56870,Hidreletrica
2020-2,1362.6,Nuclear
2020-2,622.6,Solar
2020-2,8326.6,Termica
2020-3,3066.8,Eolica
2020-3,56284.3,Hidreletrica
2020-3,1722.9,Nuclear
2020-3,630.8,Solar
2020-3,6879.3,Termica
2020-4,4348.9,Eolica
2020-4,46305.8,Hidreletrica
2020-4,1887.4,Nuclear
2020-4,679.1,Solar
2020-4,7493.7,Termica
2020-5,5225.9,Eolica
2020-5,43606.7,Hidreletrica
2020-5,1992.1,Nuclear
2020-5,660.7,Solar
2020-5,8507,Termica
2020-6,6961.7,Eolica
2020-6,43043.8,Hidreletrica
2020-6,1441,Nuclear
2020-6,685.4,Solar
2020-6,9572,Termica
2020-7,7969.4,Eolica
2020-7,45077,Hidreletrica
2020-7,631.3,Nuclear
2020-7,716.8,Solar
2020-7,9228.6,Termica
2020-8,9327.1,Eolica
2020-8,44160.9,Hidreletrica
2020-8,1173.3,Nuclear
2020-8,751.2,Solar
2020-8,9309,Termica
2020-9,9572.7,Eolica
2020-9,47856.9,Hidreletrica
2020-9,1863.8,Nuclear
2020-9,806.4,Solar
2020-9,9171.3,Termica
2020-10,7986,Eolica
2020-10,45175.5,Hidreletrica
2020-10,1856.6,Nuclear
2020-10,694.4,Solar
2020-10,14832.7,Termica
2020-11,7523.4,Eolica
2020-11,41638.3,Hidreletrica
2020-11,1861.8,Nuclear
2020-11,644.1,Solar
2020-11,16190.2,Termica
2020-12,7942.4,Eolica
2020-12,45176.4,Hidreletrica
2020-12,1853.7,Nuclear
2020-12,657.4,Solar
2020-12,14052.1,Termica
2021-1,7618.1,Eolica
2021-1,47890.5,Hidreletrica
2021-1,1849.8,Nuclear
2021-1,705.1,Solar
2021-1,13397.4,Termica
2021-2,5474.1,Eolica
2021-2,54008.3,Hidreletrica
2021-2,1845.5,Nuclear
2021-2,621.1,Solar
2021-2,10094.2,Termica
2021-3,5420.5,Eolica
2021-3,55326.5,Hidreletrica
2021-3,1847.9,Nuclear
2021-3,751.7,Solar
2021-3,9305.4,Termica
2021-4,6364.2,Eolica
2021-4,49140.4,Hidreletrica
2021-4,1543.1,Nuclear
2021-4,754.5,Solar
2021-4,11044.7,Termica
2021-5,7258.9,Eolica
2021-5,45417.7,Hidreletrica
2021-5,1450.5,Nuclear
2021-5,764.4,Solar
2021-5,12731,Termica
2021-6,8225.6,Eolica
2021-6,39071.6,Hidreletrica
2021-6,805,Nuclear
2021-6,810.4,Solar
2021-6,17414.5,Termica
2021-7,9797,Eolica
2021-7,34484.1,Hidreletrica
2021-7,1060.9,Nuclear
2021-7,818,Solar
2021-7,18670.2,Termica
2021-8,11110.7,Eolica
2021-8,32956,Hidreletrica
2021-8,2001.7,Nuclear
2021-8,870,Solar
2021-8,19378.7,Termica
2021-9,11017.6,Eolica
2021-9,35643.8,Hidreletrica
2021-9,2008.8,Nuclear
2021-9,1166.2,Solar
2021-9,19084.6,Termica
2021-10,9889.2,Eolica
2021-10,35912.2,Hidreletrica
2021-10,1896.9,Nuclear
2021-10,1097.4,Solar
2021-10,18940.3,Termica
2021-11,8295.5,Eolica
2021-11,41545.8,Hidreletrica
2021-11,1832.6,Nuclear
2021-11,1116.5,Solar
2021-11,16618,Termica
2021-12,8187.7,Eolica
2021-12,46998.3,Hidreletrica
2021-12,1999.7,Nuclear
2021-12,1034.7,Solar
2021-12,12163.2,Termica
