t	Year	Month	Date	Hour	Day	Holidays	Flow_1	Flow_2
12425	2014	6	2	17	2	0	3002	5114
12426	2014	6	2	18	2	0	2916	5076
12427	2014	6	2	19	2	0	4299	4961
12428	2014	6	2	20	2	0	3373	4035
12429	2014	6	2	21	2	0	2044	2835
12430	2014	6	2	22	2	0	1711	2219
12431	2014	6	2	23	2	0	978	1121
12432	2014	6	3	0 	3	0	540	508
12433	2014	6	3	1 	3	0	315	280
12434	2014	6	3	2 	3	0	191	161
12435	2014	6	3	3 	3	0	201	195
12436	2014	6	3	4 	3	0	556	520
12437	2014	6	3	5 	3	0	2077	1667
12438	2014	6	3	6 	3	0	5059	3393
12439	2014	6	3	7 	3	0	5198	4061
12440	2014	6	3	8 	3	0	4535	3689
12441	2014	6	3	9 	3	0	4387	3450
12442	2014	6	3	10	3	0	4350	3574
12443	2014	6	3	11	3	0	3863	3395
12444	2014	6	3	12	3	0	3941	3537
12445	2014	6	3	13	3	0	3807	4061
12446	2014	6	3	14	3	0	3758	3804
12447	2014	6	3	15	3	0	3758	4462
12448	2014	6	3	16	3	0	3920	4825
12449	2014	6	3	17	3	0	3460	5202
12450	2014	6	3	18	3	0	4165	5208
12451	2014	6	3	19	3	0	3222	4956
12452	2014	6	3	20	3	0	3213	4028
12453	2014	6	3	21	3	0	2312	2804
12454	2014	6	3	22	3	0	2006	2311
12455	2014	6	3	23	3	0	1171	1140
12456	2014	6	4	0 	4	0	604	531
12457	2014	6	4	1 	4	0	333	304
12458	2014	6	4	2 	4	0	222	193
12459	2014	6	4	3 	4	0	212	230
12460	2014	6	4	4 	4	0	505	506
12461	2014	6	4	5 	4	0	2036	1580
12462	2014	6	4	6 	4	0	5113	3509
12463	2014	6	4	7 	4	0	4846	4018
12464	2014	6	4	8 	4	0	4650	3888
12465	2014	6	4	9 	4	0	4372	3641
12466	2014	6	4	10	4	0	4419	3543
12467	2014	6	4	11	4	0	4182	3627
12468	2014	6	4	12	4	0	3980	3589
12469	2014	6	4	13	4	0	4004	3939
12470	2014	6	4	14	4	0	3572	3992
12471	2014	6	4	15	4	0	3401	4385
12472	2014	6	4	16	4	0	3302	4867
12473	2014	6	4	17	4	0	3298	5168
12474	2014	6	4	18	4	0	4028	5208
12475	2014	6	4	19	4	0	3984	5121
12476	2014	6	4	20	4	0	3642	4649
12477	2014	6	4	21	4	0	2667	3059
12478	2014	6	4	22	4	0	2054	2477
12479	2014	6	4	23	4	0	1240	1233
12480	2014	6	5	0 	5	0	638	681
12481	2014	6	5	1 	5	0	339	306
12482	2014	6	5	2 	5	0	294	150
12483	2014	6	5	3 	5	0	236	200
12484	2014	6	5	4 	5	0	473	481
12485	2014	6	5	5 	5	0	1901	1714
12486	2014	6	5	6 	5	0	4590	3264
12487	2014	6	5	7 	5	0	4786	4020
12488	2014	6	5	8 	5	0	4367	3522
12489	2014	6	5	9 	5	0	4754	3326
12490	2014	6	5	10	5	0	4572	3411
12491	2014	6	5	11	5	0	3770	3386
12492	2014	6	5	12	5	0	3476	3365
12493	2014	6	5	13	5	0	3425	3602
12494	2014	6	5	14	5	0	4287	4758
12495	2014	6	5	15	5	0	3611	4284
12496	2014	6	5	16	5	0	3163	4773
12497	2014	6	5	17	5	0	3623	5250
12498	2014	6	5	18	5	0	3855	5115
12499	2014	6	5	19	5	0	3777	5077
12500	2014	6	5	20	5	0	3625	4719
12501	2014	6	5	21	5	0	2922	3767
12502	2014	6	5	22	5	0	2375	2637
12503	2014	6	5	23	5	0	1496	1730
12504	2014	6	6	0 	6	0	734	942
12505	2014	6	6	1 	6	0	434	438
12506	2014	6	6	2 	6	0	324	222
12507	2014	6	6	3 	6	0	384	283
12508	2014	6	6	4 	6	0	942	554
12509	2014	6	6	5 	6	0	2106	1813
12510	2014	6	6	6 	6	0	4929	3441
12511	2014	6	6	7 	6	0	4717	4055
12512	2014	6	6	8 	6	0	4159	3763
12513	2014	6	6	9 	6	0	4213	3470
12514	2014	6	6	10	6	0	4081	3286
12515	2014	6	6	11	6	0	4146	3718
12516	2014	6	6	12	6	0	3874	4220
12517	2014	6	6	13	6	0	4675	4027
12518	2014	6	6	14	6	0	4134	4479
12519	2014	6	6	15	6	0	4046	4262
12520	2014	6	6	16	6	0	4214	4922
12521	2014	6	6	17	6	0	4155	5087
12522	2014	6	6	18	6	0	4194	5219
12523	2014	6	6	19	6	0	3877	5048
12524	2014	6	6	20	6	0	3506	4548
12525	2014	6	6	21	6	0	3117	3730
12526	2014	6	6	22	6	0	2503	2863
12527	2014	6	6	23	6	0	1812	1937
12528	2014	6	7	0 	7	0	1170	1324
12529	2014	6	7	1 	7	0	959	797
12530	2014	6	7	2 	7	0	589	431
12531	2014	6	7	3 	7	0	466	371
12532	2014	6	7	4 	7	0	737	509
12533	2014	6	7	5 	7	0	1271	1001
12534	2014	6	7	6 	7	0	2157	2034
12535	2014	6	7	7 	7	0	3412	3039
12536	2014	6	7	8 	7	0	3711	3598
12537	2014	6	7	9 	7	0	4012	3602
12538	2014	6	7	10	7	0	3959	3605
12539	2014	6	7	11	7	0	4013	3830
12540	2014	6	7	12	7	0	4017	3920
12541	2014	6	7	13	7	0	3990	4010
12542	2014	6	7	14	7	0	3807	4515
12543	2014	6	7	15	7	0	3502	4142
12544	2014	6	7	16	7	0	3901	3607
12545	2014	6	7	17	7	0	4128	3992
12546	2014	6	7	18	7	0	4015	4187
12547	2014	6	7	19	7	0	3772	3904
12548	2014	6	7	20	7	0	3298	4485
12549	2014	6	7	21	7	0	2820	3087
12550	2014	6	7	22	7	0	2777	2569
12551	2014	6	7	23	7	0	2655	2087
12552	2014	6	8	0 	1	0	2073	1682
12553	2014	6	8	1 	1	0	1436	977
12554	2014	6	8	2 	1	0	794	587
12555	2014	6	8	3 	1	0	631	395
12556	2014	6	8	4 	1	0	689	414
12557	2014	6	8	5 	1	0	926	637
12558	2014	6	8	6 	1	0	1302	1130
12559	2014	6	8	7 	1	0	1705	1562
12560	2014	6	8	8 	1	0	2150	1896
12561	2014	6	8	9 	1	0	2215	2227
12562	2014	6	8	10	1	0	2404	2552
12563	2014	6	8	11	1	0	2754	3034
12564	2014	6	8	12	1	0	3006	3901
12565	2014	6	8	13	1	0	3176	4037
12566	2014	6	8	14	1	0	3112	4006
12567	2014	6	8	15	1	0	3181	3675
12568	2014	6	8	16	1	0	3577	3767
12569	2014	6	8	17	1	0	4069	3985
12570	2014	6	8	18	1	0	4091	3902
12571	2014	6	8	19	1	0	3704	3791
12572	2014	6	8	20	1	0	2961	3624
12573	2014	6	8	21	1	0	2605	2921
12574	2014	6	8	22	1	0	2044	2290
12575	2014	6	8	23	1	0	1177	1418
12576	2014	6	9	0 	2	0	687	693
12577	2014	6	9	1 	2	0	362	273
12578	2014	6	9	2 	2	0	208	194
12579	2014	6	9	3 	2	0	187	193
12580	2014	6	9	4 	2	0	563	513
12581	2014	6	9	5 	2	0	2161	1738
12582	2014	6	9	6 	2	0	4967	3339
12583	2014	6	9	7 	2	0	4936	4084
12584	2014	6	9	8 	2	0	4861	3739
12585	2014	6	9	9 	2	0	4152	3581
12586	2014	6	9	10	2	0	4001	3796
12587	2014	6	9	11	2	0	4034	3423
12588	2014	6	9	12	2	0	3862	3604
12589	2014	6	9	13	2	0	3913	3990
12590	2014	6	9	14	2	0	3600	3867
12591	2014	6	9	15	2	0	3576	4156
12592	2014	6	9	16	2	0	3964	4832
12593	2014	6	9	17	2	0	4024	5082
12594	2014	6	9	18	2	0	4010	5280
12595	2014	6	9	19	2	0	3511	4870
12596	2014	6	9	20	2	0	2909	4023
12597	2014	6	9	21	2	0	2085	2746
12598	2014	6	9	22	2	0	1649	2137
12599	2014	6	9	23	2	0	1043	1130
12600	2014	6	10	0 	3	0	632	609
12601	2014	6	10	1 	3	0	324	257
12602	2014	6	10	2 	3	0	234	166
12603	2014	6	10	3 	3	0	264	223
12604	2014	6	10	4 	3	0	512	511
12605	2014	6	10	5 	3	0	1999	1698
12606	2014	6	10	6 	3	0	4126	3052
12607	2014	6	10	7 	3	0	4428	3920
12608	2014	6	10	8 	3	0	4859	3572
12609	2014	6	10	9 	3	0	4798	3578
12610	2014	6	10	10	3	0	4084	3413
12611	2014	6	10	11	3	0	3989	3366
12612	2014	6	10	12	3	0	4166	3513
12613	2014	6	10	13	3	0	3955	3877
12614	2014	6	10	14	3	0	3747	3977
12615	2014	6	10	15	3	0	3667	4233
12616	2014	6	10	16	3	0	4033	4703
12617	2014	6	10	17	3	0	3817	5033
12618	2014	6	10	18	3	0	3877	5120
12619	2014	6	10	19	3	0	3516	4689
12620	2014	6	10	20	3	0	2891	4630
12621	2014	6	10	21	3	0	2314	3284
12622	2014	6	10	22	3	0	1932	2386
12623	2014	6	10	23	3	0	1378	1260
12624	2014	6	11	0 	4	0	679	582
12625	2014	6	11	1 	4	0	294	308
12626	2014	6	11	2 	4	0	240	162
12627	2014	6	11	3 	4	0	235	217
12628	2014	6	11	4 	4	0	515	483
12629	2014	6	11	5 	4	0	1890	1706
12630	2014	6	11	6 	4	0	4961	3354
12631	2014	6	11	7 	4	0	5078	4119
12632	2014	6	11	8 	4	0	4805	3898
12633	2014	6	11	9 	4	0	4710	3579
12634	2014	6	11	10	4	0	4260	3834
12635	2014	6	11	11	4	0	4275	3469
12636	2014	6	11	12	4	0	4089	3794
12637	2014	6	11	13	4	0	4037	4101
12638	2014	6	11	14	4	0	3993	4094
12639	2014	6	11	15	4	0	4078	4294
12640	2014	6	11	16	4	0	4247	4735
12641	2014	6	11	17	4	0	4243	5359
12642	2014	6	11	18	4	0	3995	4701
12643	2014	6	11	19	4	0	3632	4859
12644	2014	6	11	20	4	0	3560	4769
12645	2014	6	11	21	4	0	2775	3997
12646	2014	6	11	22	4	0	2285	2582
12647	2014	6	11	23	4	0	1322	1646
12648	2014	6	12	0 	5	1	932	792
12649	2014	6	12	1 	5	1	557	438
12650	2014	6	12	2 	5	1	327	252
12651	2014	6	12	3 	5	1	264	247
12652	2014	6	12	4 	5	1	531	472
12653	2014	6	12	5 	5	1	1814	1581
12654	2014	6	12	6 	5	1	4529	3353
12655	2014	6	12	7 	5	1	4544	4283
12656	2014	6	12	8 	5	1	4241	3621
12657	2014	6	12	9 	5	1	3599	3359
12658	2014	6	12	10	5	1	3620	3279
12659	2014	6	12	11	5	1	3420	3591
12660	2014	6	12	12	5	1	4285	4619
12661	2014	6	12	13	5	1	4793	5126
12662	2014	6	12	14	5	1	4885	5336
12663	2014	6	12	15	5	1	4427	5325
12664	2014	6	12	16	5	1	2734	3296
12665	2014	6	12	17	5	1	773	805
12666	2014	6	12	18	5	1	744	764
12667	2014	6	12	19	5	1	1906	1996
12668	2014	6	12	20	5	1	1959	2510
12669	2014	6	12	21	5	1	1941	2185
12670	2014	6	12	22	5	1	1674	1724
12671	2014	6	12	23	5	1	998	1042
12672	2014	6	13	0 	6	0	631	597
12673	2014	6	13	1 	6	0	419	352
12674	2014	6	13	2 	6	0	223	212
12675	2014	6	13	3 	6	0	227	243
12676	2014	6	13	4 	6	0	460	467
12677	2014	6	13	5 	6	0	1768	1608
12678	2014	6	13	6 	6	0	4400	3286
12679	2014	6	13	7 	6	0	4451	4154
12680	2014	6	13	8 	6	0	4301	3697
12681	2014	6	13	9 	6	0	4370	3789
12682	2014	6	13	10	6	0	4199	3810
12683	2014	6	13	11	6	0	4228	3560
12684	2014	6	13	12	6	0	3950	3793
12685	2014	6	13	13	6	0	4098	4025
12686	2014	6	13	14	6	0	3961	4071
12687	2014	6	13	15	6	0	4271	4321
12688	2014	6	13	16	6	0	4030	4362
12689	2014	6	13	17	6	0	4414	4774
12690	2014	6	13	18	6	0	4288	5036
12691	2014	6	13	19	6	0	3840	4753
12692	2014	6	13	20	6	0	2995	3584
12693	2014	6	13	21	6	0	2535	2907
12694	2014	6	13	22	6	0	2078	2194
12695	2014	6	13	23	6	0	1431	1107
12696	2014	6	14	0 	7	0	1067	1424
12697	2014	6	14	1 	7	0	687	583
12698	2014	6	14	2 	7	0	454	390
12699	2014	6	14	3 	7	0	395	327
12700	2014	6	14	4 	7	0	599	405
12701	2014	6	14	5 	7	0	1135	959
12702	2014	6	14	6 	7	0	1977	1841
12703	2014	6	14	7 	7	0	3112	2764
12704	2014	6	14	8 	7	0	3623	3278
12705	2014	6	14	9 	7	0	3701	3352
12706	2014	6	14	10	7	0	3766	3514
12707	2014	6	14	11	7	0	3884	3408
12708	2014	6	14	12	7	0	3928	3994
12709	2014	6	14	13	7	0	3620	4134
12710	2014	6	14	14	7	0	3568	3753
12711	2014	6	14	15	7	0	3554	3912
12712	2014	6	14	16	7	0	3648	3913
12713	2014	6	14	17	7	0	3740	3895
12714	2014	6	14	18	7	0	3898	3948
12715	2014	6	14	19	7	0	3263	3763
12716	2014	6	14	20	7	0	2678	2960
12717	2014	6	14	21	7	0	2490	2555
12718	2014	6	14	22	7	0	2466	2250
12719	2014	6	14	23	7	0	2008	1895
12720	2014	6	15	0 	1	0	1610	1546
12721	2014	6	15	1 	1	0	1059	913
12722	2014	6	15	2 	1	0	726	602
12723	2014	6	15	3 	1	0	570	434
12724	2014	6	15	4 	1	0	633	410
12725	2014	6	15	5 	1	0	844	621
12726	2014	6	15	6 	1	0	1248	1044
12727	2014	6	15	7 	1	0	1660	1419
12728	2014	6	15	8 	1	0	1881	1634
12729	2014	6	15	9 	1	0	2043	1922
12730	2014	6	15	10	1	0	2349	2193
12731	2014	6	15	11	1	0	2702	2658
12732	2014	6	15	12	1	0	2932	3439
12733	2014	6	15	13	1	0	3150	3382
12734	2014	6	15	14	1	0	2829	3155
12735	2014	6	15	15	1	0	3198	3214
12736	2014	6	15	16	1	0	3436	3558
12737	2014	6	15	17	1	0	3623	3753
12738	2014	6	15	18	1	0	3549	3869
12739	2014	6	15	19	1	0	2637	3552
12740	2014	6	15	20	1	0	2273	2707
12741	2014	6	15	21	1	0	2487	2971
12742	2014	6	15	22	1	0	1875	2420
12743	2014	6	15	23	1	0	1067	1397
12744	2014	6	16	0 	2	0	562	650
12745	2014	6	16	1 	2	0	344	323
12746	2014	6	16	2 	2	0	206	227
12747	2014	6	16	3 	2	0	186	213
12748	2014	6	16	4 	2	0	552	531
12749	2014	6	16	5 	2	0	2073	1712
12750	2014	6	16	6 	2	0	4764	3317
12751	2014	6	16	7 	2	0	4961	4063
12752	2014	6	16	8 	2	0	4680	3859
12753	2014	6	16	9 	2	0	4605	3553
12754	2014	6	16	10	2	0	4219	3528
12755	2014	6	16	11	2	0	4099	3777
12756	2014	6	16	12	2	0	3887	3827
12757	2014	6	16	13	2	0	3772	4057
12758	2014	6	16	14	2	0	3544	3949
12759	2014	6	16	15	2	0	3807	4037
12760	2014	6	16	16	2	0	3975	4722
12761	2014	6	16	17	2	0	3945	5138
12762	2014	6	16	18	2	0	4006	5189
12763	2014	6	16	19	2	0	3505	5080
12764	2014	6	16	20	2	0	2689	3882
12765	2014	6	16	21	2	0	2322	2964
12766	2014	6	16	22	2	0	1737	2159
12767	2014	6	16	23	2	0	1066	1196
12768	2014	6	17	0 	3	1	599	588
12769	2014	6	17	1 	3	1	397	307
12770	2014	6	17	2 	3	1	257	179
12771	2014	6	17	3 	3	1	254	204
12772	2014	6	17	4 	3	1	480	488
12773	2014	6	17	5 	3	1	1789	1700
12774	2014	6	17	6 	3	1	4456	3461
12775	2014	6	17	7 	3	1	4768	4398
12776	2014	6	17	8 	3	1	4542	3913
12777	2014	6	17	9 	3	1	3682	3630
12778	2014	6	17	10	3	1	3791	3291
12779	2014	6	17	11	3	1	3796	3683
12780	2014	6	17	12	3	1	4284	4638
12781	2014	6	17	13	3	1	4686	5443
12782	2014	6	17	14	3	1	4959	5697
12783	2014	6	17	15	3	1	4622	5374
12784	2014	6	17	16	3	1	1765	1551
12785	2014	6	17	17	3	1	752	806
12786	2014	6	17	18	3	1	1991	1906
12787	2014	6	17	19	3	1	1914	2131
12788	2014	6	17	20	3	1	1643	2075
12789	2014	6	17	21	3	1	1608	1901
12790	2014	6	17	22	3	1	1232	1501
12791	2014	6	17	23	3	1	783	871
12792	2014	6	18	0 	4	1	506	514
12793	2014	6	18	1 	4	1	272	272
12794	2014	6	18	2 	4	1	196	184
12795	2014	6	18	3 	4	1	227	191
12796	2014	6	18	4 	4	1	529	542
12797	2014	6	18	5 	4	1	1932	1749
12798	2014	6	18	6 	4	1	4789	3343
12799	2014	6	18	7 	4	1	5069	4160
12800	2014	6	18	8 	4	1	4939	4026
12801	2014	6	18	9 	4	1	4481	3504
12802	2014	6	18	10	4	1	4152	3752
12803	2014	6	18	11	4	1	4135	3786
12804	2014	6	18	12	4	1	4555	4763
12805	2014	6	18	13	4	1	4708	5023
12806	2014	6	18	14	4	1	4451	4456
12807	2014	6	18	15	4	1	4311	4300
12808	2014	6	18	16	4	1	3245	3760
12809	2014	6	18	17	4	1	3114	3754
12810	2014	6	18	18	4	1	3104	4242
12811	2014	6	18	19	4	1	2472	3767
12812	2014	6	18	20	4	1	2068	2749
12813	2014	6	18	21	4	1	1866	2466
12814	2014	6	18	22	4	1	1728	2298
12815	2014	6	18	23	4	1	1351	1539
12816	2014	6	19	0 	5	1	821	855
12817	2014	6	19	1 	5	1	505	464
12818	2014	6	19	2 	5	1	745	310
12819	2014	6	19	3 	5	1	369	243
12820	2014	6	19	4 	5	1	714	374
12821	2014	6	19	5 	5	1	1314	777
12822	2014	6	19	6 	5	1	1660	1314
12823	2014	6	19	7 	5	1	1765	1558
12824	2014	6	19	8 	5	1	2061	1697
12825	2014	6	19	9 	5	1	2403	1885
12826	2014	6	19	10	5	1	2495	2072
12827	2014	6	19	11	5	1	2720	2474
12828	2014	6	19	12	5	1	2557	2902
12829	2014	6	19	13	5	1	2550	2783
12830	2014	6	19	14	5	1	2332	2719
12831	2014	6	19	15	5	1	2310	2693
12832	2014	6	19	16	5	1	2311	2371
12833	2014	6	19	17	5	1	2383	2731
12834	2014	6	19	18	5	1	2677	2715
12835	2014	6	19	19	5	1	2280	2378
12836	2014	6	19	20	5	1	1873	1793
12837	2014	6	19	21	5	1	1908	1723
12838	2014	6	19	22	5	1	1477	1286
12839	2014	6	19	23	5	1	921	833
12840	2014	6	20	0 	6	0	561	512
12841	2014	6	20	1 	6	0	314	226
12842	2014	6	20	2 	6	0	205	137
12843	2014	6	20	3 	6	0	220	182
12844	2014	6	20	4 	6	0	536	464
12845	2014	6	20	5 	6	0	1614	1575
12846	2014	6	20	6 	6	0	3571	2926
12847	2014	6	20	7 	6	0	4076	3819
12848	2014	6	20	8 	6	0	4380	3830
12849	2014	6	20	9 	6	0	4045	3432
12850	2014	6	20	10	6	0	4146	3473
12851	2014	6	20	11	6	0	3810	3663
12852	2014	6	20	12	6	0	3940	3655
12853	2014	6	20	13	6	0	3827	3874
12854	2014	6	20	14	6	0	3864	4053
12855	2014	6	20	15	6	0	3889	4067
12856	2014	6	20	16	6	0	4010	4114
12857	2014	6	20	17	6	0	4059	4771
12858	2014	6	20	18	6	0	3935	4866
12859	2014	6	20	19	6	0	3761	4312
12860	2014	6	20	20	6	0	2821	3303
12861	2014	6	20	21	6	0	2266	2490
12862	2014	6	20	22	6	0	1949	1996
12863	2014	6	20	23	6	0	1355	1427
12864	2014	6	21	0 	7	0	1015	924
12865	2014	6	21	1 	7	0	623	546
12866	2014	6	21	2 	7	0	463	360
12867	2014	6	21	3 	7	0	412	304
12868	2014	6	21	4 	7	0	662	475
12869	2014	6	21	5 	7	0	1124	935
12870	2014	6	21	6 	7	0	1762	1779
12871	2014	6	21	7 	7	0	2753	2359
12872	2014	6	21	8 	7	0	3164	2669
12873	2014	6	21	9 	7	0	3446	2985
12874	2014	6	21	10	7	0	3664	3017
12875	2014	6	21	11	7	0	3636	3178
12876	2014	6	21	12	7	0	3571	3798
12877	2014	6	21	13	7	0	3517	3766
12878	2014	6	21	14	7	0	3237	3396
12879	2014	6	21	15	7	0	3190	3555
12880	2014	6	21	16	7	0	3277	3554
12881	2014	6	21	17	7	0	3276	3527
12882	2014	6	21	18	7	0	3493	3899
12883	2014	6	21	19	7	0	2991	3656
12884	2014	6	21	20	7	0	2560	2869
12885	2014	6	21	21	7	0	2074	2352
12886	2014	6	21	22	7	0	2037	2087
12887	2014	6	21	23	7	0	1727	1732
12888	2014	6	22	0 	1	0	1178	1174
12889	2014	6	22	1 	1	0	835	762
12890	2014	6	22	2 	1	0	598	504
12891	2014	6	22	3 	1	0	502	330
12892	2014	6	22	4 	1	0	535	395
12893	2014	6	22	5 	1	0	827	638
12894	2014	6	22	6 	1	0	1169	1053
12895	2014	6	22	7 	1	0	1529	1390
12896	2014	6	22	8 	1	0	1737	1451
12897	2014	6	22	9 	1	0	2082	1669
12898	2014	6	22	10	1	0	2650	2185
12899	2014	6	22	11	1	0	3015	2545
12900	2014	6	22	12	1	0	2921	3452
12901	2014	6	22	13	1	0	2670	3434
12902	2014	6	22	14	1	0	2395	3251
12903	2014	6	22	15	1	0	2513	3667
12904	2014	6	22	16	1	0	2930	4126
12905	2014	6	22	17	1	0	3220	3856
12906	2014	6	22	18	1	0	3242	3966
12907	2014	6	22	19	1	0	2592	3523
12908	2014	6	22	20	1	0	1992	2779
12909	2014	6	22	21	1	0	2190	2675
12910	2014	6	22	22	1	0	1780	1936
12911	2014	6	22	23	1	0	956	1241
12912	2014	6	23	0 	2	1	516	616
12913	2014	6	23	1 	2	1	329	312
12914	2014	6	23	2 	2	1	196	220
12915	2014	6	23	3 	2	1	198	211
12916	2014	6	23	4 	2	1	458	492
12917	2014	6	23	5 	2	1	1834	1731
12918	2014	6	23	6 	2	1	4266	3221
12919	2014	6	23	7 	2	1	4465	4344
12920	2014	6	23	8 	2	1	4890	3783
12921	2014	6	23	9 	2	1	3765	3455
12922	2014	6	23	10	2	1	3346	3432
12923	2014	6	23	11	2	1	3566	3473
12924	2014	6	23	12	2	1	4364	4445
12925	2014	6	23	13	2	1	4625	5346
12926	2014	6	23	14	2	1	4588	5279
12927	2014	6	23	15	2	1	4204	5022
12928	2014	6	23	16	2	1	2252	2973
12929	2014	6	23	17	2	1	753	863
12930	2014	6	23	18	2	1	781	780
12931	2014	6	23	19	2	1	2053	2088
12932	2014	6	23	20	2	1	2126	2578
12933	2014	6	23	21	2	1	1996	2191
12934	2014	6	23	22	2	1	1497	1646
12935	2014	6	23	23	2	1	927	1067
12936	2014	6	24	0 	3	0	511	565
12937	2014	6	24	1 	3	0	330	362
12938	2014	6	24	2 	3	0	231	249
12939	2014	6	24	3 	3	0	251	235
12940	2014	6	24	4 	3	0	487	566
12941	2014	6	24	5 	3	0	1868	1679
12942	2014	6	24	6 	3	0	4590	3254
12943	2014	6	24	7 	3	0	4643	4183
12944	2014	6	24	8 	3	0	4761	3798
12945	2014	6	24	9 	3	0	4788	3874
12946	2014	6	24	10	3	0	4376	3840
12947	2014	6	24	11	3	0	4080	3738
12948	2014	6	24	12	3	0	3991	3661
12949	2014	6	24	13	3	0	3758	4201
12950	2014	6	24	14	3	0	3440	4251
12951	2014	6	24	15	3	0	3593	4227
12952	2014	6	24	16	3	0	3973	4746
12953	2014	6	24	17	3	0	4258	5009
12954	2014	6	24	18	3	0	4062	5355
12955	2014	6	24	19	3	0	3632	4773
12956	2014	6	24	20	3	0	3029	4014
12957	2014	6	24	21	3	0	2447	2889
12958	2014	6	24	22	3	0	1816	2003
12959	2014	6	24	23	3	0	1159	1273
12960	2014	6	25	0 	4	1	648	665
12961	2014	6	25	1 	4	1	401	332
12962	2014	6	25	2 	4	1	290	204
12963	2014	6	25	3 	4	1	299	207
12964	2014	6	25	4 	4	1	481	391
12965	2014	6	25	5 	4	1	1392	1187
12966	2014	6	25	6 	4	1	2837	2060
12967	2014	6	25	7 	4	1	3408	2640
12968	2014	6	25	8 	4	1	3495	2758
12969	2014	6	25	9 	4	1	3480	2870
12970	2014	6	25	10	4	1	3140	3085
12971	2014	6	25	11	4	1	3330	3181
12972	2014	6	25	12	4	1	3256	3631
12973	2014	6	25	13	4	1	3266	3435
12974	2014	6	25	14	4	1	3273	3358
12975	2014	6	25	15	4	1	3316	3473
12976	2014	6	25	16	4	1	3238	3582
12977	2014	6	25	17	4	1	3214	3717
12978	2014	6	25	18	4	1	2979	3831
12979	2014	6	25	19	4	1	2692	3691
12980	2014	6	25	20	4	1	1938	3120
12981	2014	6	25	21	4	1	1572	2317
12982	2014	6	25	22	4	1	1473	1763
12983	2014	6	25	23	4	1	908	1120
12984	2014	6	26	0 	5	0	545	549
12985	2014	6	26	1 	5	0	298	320
12986	2014	6	26	2 	5	0	219	184
12987	2014	6	26	3 	5	0	234	202
12988	2014	6	26	4 	5	0	479	503
12989	2014	6	26	5 	5	0	1897	1689
12990	2014	6	26	6 	5	0	4664	3121
12991	2014	6	26	7 	5	0	4895	3872
12992	2014	6	26	8 	5	0	4685	3744
12993	2014	6	26	9 	5	0	4488	3747
12994	2014	6	26	10	5	0	4474	3453
12995	2014	6	26	11	5	0	4143	3517
12996	2014	6	26	12	5	0	3753	3895
12997	2014	6	26	13	5	0	3497	4093
12998	2014	6	26	14	5	0	4130	3921
12999	2014	6	26	15	5	0	4048	4329
13000	2014	6	26	16	5	0	4254	4765
13001	2014	6	26	17	5	0	4172	5005
13002	2014	6	26	18	5	0	4096	5147
13003	2014	6	26	19	5	0	3582	4473
13004	2014	6	26	20	5	0	2966	4135
13005	2014	6	26	21	5	0	2282	3087
13006	2014	6	26	22	5	0	1783	2437
13007	2014	6	26	23	5	0	883	1538
13008	2014	6	27	0 	6	0	855	666
13009	2014	6	27	1 	6	0	432	339
13010	2014	6	27	2 	6	0	476	273
13011	2014	6	27	3 	6	0	692	290
13012	2014	6	27	4 	6	0	655	532
13013	2014	6	27	5 	6	0	1876	1613
13014	2014	6	27	6 	6	0	4430	3228
13015	2014	6	27	7 	6	0	4660	4049
13016	2014	6	27	8 	6	0	4492	3913
13017	2014	6	27	9 	6	0	4573	3611
13018	2014	6	27	10	6	0	4273	3562
13019	2014	6	27	11	6	0	3956	3841
13020	2014	6	27	12	6	0	4508	3394
13021	2014	6	27	13	6	0	3840	3944
13022	2014	6	27	14	6	0	4282	4576
13023	2014	6	27	15	6	0	3947	4186
13024	2014	6	27	16	6	0	3913	4646
13025	2014	6	27	17	6	0	4442	4926
13026	2014	6	27	18	6	0	4388	5229
13027	2014	6	27	19	6	0	3763	4614
13028	2014	6	27	20	6	0	3821	4247
13029	2014	6	27	21	6	0	3011	3432
13030	2014	6	27	22	6	0	2303	2682
13031	2014	6	27	23	6	0	1593	1848
13032	2014	6	28	0 	7	0	1141	1137
13033	2014	6	28	1 	7	0	938	698
13034	2014	6	28	2 	7	0	473	436
13035	2014	6	28	3 	7	0	525	371
13036	2014	6	28	4 	7	0	764	467
13037	2014	6	28	5 	7	0	1141	858
13038	2014	6	28	6 	7	0	1846	1575
13039	2014	6	28	7 	7	0	2555	2266
13040	2014	6	28	8 	7	0	2861	2432
13041	2014	6	28	9 	7	0	3342	2784
13042	2014	6	28	10	7	0	3904	3521
13043	2014	6	28	11	7	0	4595	4766
13044	2014	6	28	12	7	0	4268	4295
13045	2014	6	28	13	7	0	1363	1279
13046	2014	6	28	14	7	0	721	618
13047	2014	6	28	15	7	0	813	651
13048	2014	6	28	16	7	0	2494	2086
13049	2014	6	28	17	7	0	2724	2817
13050	2014	6	28	18	7	0	2620	2900
13051	2014	6	28	19	7	0	2739	3309
13052	2014	6	28	20	7	0	2294	3215
13053	2014	6	28	21	7	0	1943	2413
13054	2014	6	28	22	7	0	1986	2059
13055	2014	6	28	23	7	0	1670	1614
13056	2014	6	29	0 	1	0	1104	1049
13057	2014	6	29	1 	1	0	971	661
13058	2014	6	29	2 	1	0	599	391
13059	2014	6	29	3 	1	0	370	306
