t	Year	Month	Date	Hour	Day	Holidays	Flow_1	Flow_2
0	2013	1	1	0 	3	1	619	591
1	2013	1	1	1 	3	1	1459	1143
2	2013	1	1	2 	3	1	1808	1142
3	2013	1	1	3 	3	1	1568	848
4	2013	1	1	4 	3	1	1326	633
5	2013	1	1	5 	3	1	914	588
6	2013	1	1	6 	3	1	1083	847
7	2013	1	1	7 	3	1	1225	997
8	2013	1	1	8 	3	1	1183	1171
9	2013	1	1	9 	3	1	1197	1313
10	2013	1	1	10	3	1	1612	1706
11	2013	1	1	11	3	1	2081	2210
12	2013	1	1	12	3	1	2564	2676
13	2013	1	1	13	3	1	2773	2930
14	2013	1	1	14	3	1	2501	2834
15	2013	1	1	15	3	1	2419	2912
16	2013	1	1	16	3	1	2653	2906
17	2013	1	1	17	3	1	3227	2790
18	2013	1	1	18	3	1	3320	2718
19	2013	1	1	19	3	1	3562	2853
20	2013	1	1	20	3	1	3195	2704
21	2013	1	1	21	3	1	3287	2489
22	2013	1	1	22	3	1	2340	2027
23	2013	1	1	23	3	1	1243	1382
24	2013	1	2	0 	4	0	703	874
25	2013	1	2	1 	4	0	353	602
26	2013	1	2	2 	4	0	202	448
27	2013	1	2	3 	4	0	200	312
28	2013	1	2	4 	4	0	497	382
29	2013	1	2	5 	4	0	1395	1167
30	2013	1	2	6 	4	0	3173	2494
31	2013	1	2	7 	4	0	4179	3365
32	2013	1	2	8 	4	0	4046	3183
33	2013	1	2	9 	4	0	3883	2944
34	2013	1	2	10	4	0	4173	3070
35	2013	1	2	11	4	0	3361	3144
36	2013	1	2	12	4	0	3241	3068
37	2013	1	2	13	4	0	3047	3373
38	2013	1	2	14	4	0	3244	3519
39	2013	1	2	15	4	0	3436	3627
40	2013	1	2	16	4	0	3309	3851
41	2013	1	2	17	4	0	3765	4362
42	2013	1	2	18	4	0	3908	4657
43	2013	1	2	19	4	0	3242	3823
44	2013	1	2	20	4	0	2629	2993
45	2013	1	2	21	4	0	1929	2538
46	2013	1	2	22	4	0	1689	1936
47	2013	1	2	23	4	0	1040	1324
48	2013	1	3	0 	5	0	633	736
49	2013	1	3	1 	5	0	322	388
50	2013	1	3	2 	5	0	232	229
51	2013	1	3	3 	5	0	229	180
52	2013	1	3	4 	5	0	363	331
53	2013	1	3	5 	5	0	1239	981
54	2013	1	3	6 	5	0	3247	2257
55	2013	1	3	7 	5	0	4165	3313
56	2013	1	3	8 	5	0	4069	3199
57	2013	1	3	9 	5	0	3923	2730
58	2013	1	3	10	5	0	3302	2826
59	2013	1	3	11	5	0	3467	2652
60	2013	1	3	12	5	0	3224	2860
61	2013	1	3	13	5	0	3121	3169
62	2013	1	3	14	5	0	2840	3136
63	2013	1	3	15	5	0	3084	3189
64	2013	1	3	16	5	0	2736	3628
65	2013	1	3	17	5	0	3300	4184
66	2013	1	3	18	5	0	4025	4392
67	2013	1	3	19	5	0	2989	3936
68	2013	1	3	20	5	0	2172	2866
69	2013	1	3	21	5	0	1700	2184
70	2013	1	3	22	5	0	1529	1636
71	2013	1	3	23	5	0	948	1279
72	2013	1	4	0 	6	0	537	738
73	2013	1	4	1 	6	0	397	411
74	2013	1	4	2 	6	0	217	192
75	2013	1	4	3 	6	0	306	182
76	2013	1	4	4 	6	0	509	345
77	2013	1	4	5 	6	0	1190	1046
78	2013	1	4	6 	6	0	2960	2296
79	2013	1	4	7 	6	0	3624	3227
80	2013	1	4	8 	6	0	4625	3406
81	2013	1	4	9 	6	0	4130	2990
82	2013	1	4	10	6	0	3999	3142
83	2013	1	4	11	6	0	3736	3187
84	2013	1	4	12	6	0	3438	3151
85	2013	1	4	13	6	0	3485	3670
86	2013	1	4	14	6	0	3717	3762
87	2013	1	4	15	6	0	3574	3757
88	2013	1	4	16	6	0	4064	3741
89	2013	1	4	17	6	0	4059	4450
90	2013	1	4	18	6	0	3805	4766
91	2013	1	4	19	6	0	3428	4254
92	2013	1	4	20	6	0	2981	3651
93	2013	1	4	21	6	0	2578	2892
94	2013	1	4	22	6	0	2129	2389
95	2013	1	4	23	6	0	1546	1939
96	2013	1	5	0 	7	0	1123	1202
97	2013	1	5	1 	7	0	785	663
98	2013	1	5	2 	7	0	498	372
99	2013	1	5	3 	7	0	401	322
100	2013	1	5	4 	7	0	639	368
101	2013	1	5	5 	7	0	1048	644
102	2013	1	5	6 	7	0	1767	1282
103	2013	1	5	7 	7	0	2699	2119
104	2013	1	5	8 	7	0	2963	2736
105	2013	1	5	9 	7	0	3058	3089
106	2013	1	5	10	7	0	3335	3329
107	2013	1	5	11	7	0	3633	3446
108	2013	1	5	12	7	0	3508	3435
109	2013	1	5	13	7	0	3396	4123
110	2013	1	5	14	7	0	3131	3792
111	2013	1	5	15	7	0	3212	3609
112	2013	1	5	16	7	0	3439	3628
113	2013	1	5	17	7	0	3426	3379
114	2013	1	5	18	7	0	3577	3422
115	2013	1	5	19	7	0	3668	3512
116	2013	1	5	20	7	0	3591	3456
117	2013	1	5	21	7	0	3244	2971
118	2013	1	5	22	7	0	2807	2529
119	2013	1	5	23	7	0	2788	2239
120	2013	1	6	0 	1	0	1781	1491
121	2013	1	6	1 	1	0	1157	862
122	2013	1	6	2 	1	0	768	562
123	2013	1	6	3 	1	0	617	382
124	2013	1	6	4 	1	0	638	380
125	2013	1	6	5 	1	0	842	550
126	2013	1	6	6 	1	0	1143	979
127	2013	1	6	7 	1	0	1596	1918
128	2013	1	6	8 	1	0	1612	2526
129	2013	1	6	9 	1	0	1878	2701
130	2013	1	6	10	1	0	2014	3080
131	2013	1	6	11	1	0	2406	3313
132	2013	1	6	12	1	0	2968	3924
133	2013	1	6	13	1	0	3182	3822
134	2013	1	6	14	1	0	2943	3430
135	2013	1	6	15	1	0	3362	3238
136	2013	1	6	16	1	0	3712	3106
137	2013	1	6	17	1	0	4024	3011
138	2013	1	6	18	1	0	4109	3116
139	2013	1	6	19	1	0	3824	3002
140	2013	1	6	20	1	0	3560	2666
141	2013	1	6	21	1	0	3159	2782
142	2013	1	6	22	1	0	2418	2327
143	2013	1	6	23	1	0	1422	1650
144	2013	1	7	0 	2	0	796	998
145	2013	1	7	1 	2	0	378	449
146	2013	1	7	2 	2	0	207	237
147	2013	1	7	3 	2	0	204	169
148	2013	1	7	4 	2	0	403	361
149	2013	1	7	5 	2	0	1672	1206
150	2013	1	7	6 	2	0	3899	2719
151	2013	1	7	7 	2	0	5110	3907
152	2013	1	7	8 	2	0	4774	3566
153	2013	1	7	9 	2	0	4386	3192
154	2013	1	7	10	2	0	4260	3488
155	2013	1	7	11	2	0	4270	3258
156	2013	1	7	12	2	0	3959	3438
157	2013	1	7	13	2	0	3861	3638
158	2013	1	7	14	2	0	3800	3808
159	2013	1	7	15	2	0	3633	4054
160	2013	1	7	16	2	0	3879	4253
161	2013	1	7	17	2	0	4221	4604
162	2013	1	7	18	2	0	4230	5048
163	2013	1	7	19	2	0	3486	4630
164	2013	1	7	20	2	0	2828	3830
165	2013	1	7	21	2	0	2277	2815
166	2013	1	7	22	2	0	1671	2090
167	2013	1	7	23	2	0	1071	1522
168	2013	1	8	0 	3	0	737	840
169	2013	1	8	1 	3	0	370	414
170	2013	1	8	2 	3	0	267	212
171	2013	1	8	3 	3	0	378	215
172	2013	1	8	4 	3	0	781	404
173	2013	1	8	5 	3	0	1436	1135
174	2013	1	8	6 	3	0	3672	2435
175	2013	1	8	7 	3	0	5039	3727
176	2013	1	8	8 	3	0	4688	3665
177	2013	1	8	9 	3	0	4618	3501
178	2013	1	8	10	3	0	4299	3565
179	2013	1	8	11	3	0	4037	3440
180	2013	1	8	12	3	0	4050	3584
181	2013	1	8	13	3	0	3860	4000
182	2013	1	8	14	3	0	3767	3991
183	2013	1	8	15	3	0	3785	3962
184	2013	1	8	16	3	0	3934	4012
185	2013	1	8	17	3	0	4103	4845
186	2013	1	8	18	3	0	4167	4520
187	2013	1	8	19	3	0	3680	4982
188	2013	1	8	20	3	0	3115	3911
189	2013	1	8	21	3	0	2392	2769
190	2013	1	8	22	3	0	1808	2035
191	2013	1	8	23	3	0	1167	1222
192	2013	1	9	0 	4	0	623	617
193	2013	1	9	1 	4	0	390	351
194	2013	1	9	2 	4	0	206	226
195	2013	1	9	3 	4	0	214	178
196	2013	1	9	4 	4	0	418	304
197	2013	1	9	5 	4	0	1309	1136
198	2013	1	9	6 	4	0	3602	2472
199	2013	1	9	7 	4	0	4830	3669
200	2013	1	9	8 	4	0	4839	3689
201	2013	1	9	9 	4	0	4463	3403
202	2013	1	9	10	4	0	4480	3615
203	2013	1	9	11	4	0	3845	3369
204	2013	1	9	12	4	0	3906	3474
205	2013	1	9	13	4	0	3773	3828
206	2013	1	9	14	4	0	3616	4157
207	2013	1	9	15	4	0	3999	4184
208	2013	1	9	16	4	0	3982	3698
209	2013	1	9	17	4	0	3787	4319
210	2013	1	9	18	4	0	3652	4700
211	2013	1	9	19	4	0	3923	4553
212	2013	1	9	20	4	0	2931	4136
213	2013	1	9	21	4	0	2123	2967
214	2013	1	9	22	4	0	1737	1980
215	2013	1	9	23	4	0	1204	1267
216	2013	1	10	0 	5	0	684	648
217	2013	1	10	1 	5	0	303	346
218	2013	1	10	2 	5	0	244	204
219	2013	1	10	3 	5	0	208	194
220	2013	1	10	4 	5	0	384	325
221	2013	1	10	5 	5	0	1263	989
222	2013	1	10	6 	5	0	3478	2391
223	2013	1	10	7 	5	0	4752	3591
224	2013	1	10	8 	5	0	4577	3563
225	2013	1	10	9 	5	0	4558	3245
226	2013	1	10	10	5	0	4199	3181
227	2013	1	10	11	5	0	3834	3121
228	2013	1	10	12	5	0	3796	3271
229	2013	1	10	13	5	0	3658	3625
230	2013	1	10	14	5	0	3642	3751
231	2013	1	10	15	5	0	3525	3661
232	2013	1	10	16	5	0	3761	4107
233	2013	1	10	17	5	0	3921	4549
234	2013	1	10	18	5	0	3578	4408
235	2013	1	10	19	5	0	3366	4416
236	2013	1	10	20	5	0	2882	3949
237	2013	1	10	21	5	0	2286	2826
238	2013	1	10	22	5	0	1709	2273
239	2013	1	10	23	5	0	1208	1512
240	2013	1	11	0 	6	0	710	886
241	2013	1	11	1 	6	0	413	500
242	2013	1	11	2 	6	0	245	271
243	2013	1	11	3 	6	0	363	214
244	2013	1	11	4 	6	0	546	356
245	2013	1	11	5 	6	0	1360	1000
246	2013	1	11	6 	6	0	3223	2193
247	2013	1	11	7 	6	0	4726	3491
248	2013	1	11	8 	6	0	5025	3510
249	2013	1	11	9 	6	0	4727	3332
250	2013	1	11	10	6	0	4169	3292
251	2013	1	11	11	6	0	4097	3106
252	2013	1	11	12	6	0	3984	3612
253	2013	1	11	13	6	0	4054	3776
254	2013	1	11	14	6	0	3903	3924
255	2013	1	11	15	6	0	4017	3795
256	2013	1	11	16	6	0	3980	4022
257	2013	1	11	17	6	0	4131	4596
258	2013	1	11	18	6	0	4343	4987
259	2013	1	11	19	6	0	3691	4705
260	2013	1	11	20	6	0	3107	3869
261	2013	1	11	21	6	0	2293	3288
262	2013	1	11	22	6	0	2357	2608
263	2013	1	11	23	6	0	1522	1858
264	2013	1	12	0 	7	0	1155	1187
265	2013	1	12	1 	7	0	807	762
266	2013	1	12	2 	7	0	553	398
267	2013	1	12	3 	7	0	487	289
268	2013	1	12	4 	7	0	591	409
269	2013	1	12	5 	7	0	1095	745
270	2013	1	12	6 	7	0	1643	1353
271	2013	1	12	7 	7	0	2769	2215
272	2013	1	12	8 	7	0	3022	2862
273	2013	1	12	9 	7	0	3462	2865
274	2013	1	12	10	7	0	3564	3107
275	2013	1	12	11	7	0	3980	3249
276	2013	1	12	12	7	0	3821	3637
277	2013	1	12	13	7	0	3439	4031
278	2013	1	12	14	7	0	3245	3851
279	2013	1	12	15	7	0	3205	3679
280	2013	1	12	16	7	0	3250	3814
281	2013	1	12	17	7	0	3227	3723
282	2013	1	12	18	7	0	3340	3849
283	2013	1	12	19	7	0	3311	3763
284	2013	1	12	20	7	0	3113	3477
285	2013	1	12	21	7	0	2982	3237
286	2013	1	12	22	7	0	2593	2698
287	2013	1	12	23	7	0	2608	2199
288	2013	1	13	0 	1	0	1963	1628
289	2013	1	13	1 	1	0	1345	956
290	2013	1	13	2 	1	0	1355	707
291	2013	1	13	3 	1	0	689	492
292	2013	1	13	4 	1	0	716	496
293	2013	1	13	5 	1	0	966	579
294	2013	1	13	6 	1	0	1111	878
295	2013	1	13	7 	1	0	1778	1192
296	2013	1	13	8 	1	0	1700	1651
297	2013	1	13	9 	1	0	1893	1796
298	2013	1	13	10	1	0	2127	2139
299	2013	1	13	11	1	0	2585	2394
300	2013	1	13	12	1	0	3083	3281
301	2013	1	13	13	1	0	3151	3549
302	2013	1	13	14	1	0	2669	3076
303	2013	1	13	15	1	0	2726	2919
304	2013	1	13	16	1	0	2948	3166
305	2013	1	13	17	1	0	3339	3225
306	2013	1	13	18	1	0	3937	3392
307	2013	1	13	19	1	0	3522	3562
308	2013	1	13	20	1	0	3194	3108
309	2013	1	13	21	1	0	2875	3064
310	2013	1	13	22	1	0	2109	2324
311	2013	1	13	23	1	0	1293	1494
312	2013	1	14	0 	2	0	698	855
313	2013	1	14	1 	2	0	327	402
314	2013	1	14	2 	2	0	172	219
315	2013	1	14	3 	2	0	198	188
316	2013	1	14	4 	2	0	381	358
317	2013	1	14	5 	2	0	1377	1032
318	2013	1	14	6 	2	0	3676	2360
319	2013	1	14	7 	2	0	4850	3763
320	2013	1	14	8 	2	0	5041	3490
321	2013	1	14	9 	2	0	4569	3394
322	2013	1	14	10	2	0	4337	3335
323	2013	1	14	11	2	0	3901	3315
324	2013	1	14	12	2	0	3669	3443
325	2013	1	14	13	2	0	3676	3659
326	2013	1	14	14	2	0	3567	3922
327	2013	1	14	15	2	0	3536	3926
328	2013	1	14	16	2	0	3953	4458
329	2013	1	14	17	2	0	3334	4635
330	2013	1	14	18	2	0	4175	4239
331	2013	1	14	19	2	0	3713	4613
332	2013	1	14	20	2	0	2735	3942
333	2013	1	14	21	2	0	1986	2683
334	2013	1	14	22	2	0	1581	1877
335	2013	1	14	23	2	0	981	1433
336	2013	1	15	0 	3	0	597	767
337	2013	1	15	1 	3	0	287	331
338	2013	1	15	2 	3	0	215	178
339	2013	1	15	3 	3	0	401	192
340	2013	1	15	4 	3	0	655	396
341	2013	1	15	5 	3	0	1470	1173
342	2013	1	15	6 	3	0	3562	2463
343	2013	1	15	7 	3	0	5145	3730
344	2013	1	15	8 	3	0	5132	3633
345	2013	1	15	9 	3	0	4591	3321
346	2013	1	15	10	3	0	4507	3423
347	2013	1	15	11	3	0	3948	3329
348	2013	1	15	12	3	0	3901	3324
349	2013	1	15	13	3	0	3616	3767
350	2013	1	15	14	3	0	3557	4031
351	2013	1	15	15	3	0	3768	3945
352	2013	1	15	16	3	0	3854	4218
353	2013	1	15	17	3	0	3349	4889
354	2013	1	15	18	3	0	2821	4645
355	2013	1	15	19	3	0	3686	4193
356	2013	1	15	20	3	0	2616	2602
357	2013	1	15	21	3	0	2367	3121
358	2013	1	15	22	3	0	2035	2725
359	2013	1	15	23	3	0	1226	1501
360	2013	1	16	0 	4	0	649	644
361	2013	1	16	1 	4	0	341	386
362	2013	1	16	2 	4	0	211	198
363	2013	1	16	3 	4	0	199	160
364	2013	1	16	4 	4	0	389	338
365	2013	1	16	5 	4	0	1276	1097
366	2013	1	16	6 	4	0	3579	2468
367	2013	1	16	7 	4	0	4998	3735
368	2013	1	16	8 	4	0	5056	3579
369	2013	1	16	9 	4	0	4619	2764
370	2013	1	16	10	4	0	4105	2752
371	2013	1	16	11	4	0	4019	3931
372	2013	1	16	12	4	0	4288	3282
373	2013	1	16	13	4	0	3893	3841
374	2013	1	16	14	4	0	3815	3903
375	2013	1	16	15	4	0	3636	3925
376	2013	1	16	16	4	0	3773	4267
377	2013	1	16	17	4	0	4075	4668
378	2013	1	16	18	4	0	3923	4794
379	2013	1	16	19	4	0	3570	4709
380	2013	1	16	20	4	0	2729	3830
381	2013	1	16	21	4	0	2225	2807
382	2013	1	16	22	4	0	1708	2057
383	2013	1	16	23	4	0	1141	1272
384	2013	1	17	0 	5	0	688	676
385	2013	1	17	1 	5	0	363	339
386	2013	1	17	2 	5	0	206	220
387	2013	1	17	3 	5	0	206	188
388	2013	1	17	4 	5	0	375	322
389	2013	1	17	5 	5	0	1219	1090
390	2013	1	17	6 	5	0	3413	2600
391	2013	1	17	7 	5	0	4934	3819
392	2013	1	17	8 	5	0	5023	3699
393	2013	1	17	9 	5	0	4934	3428
394	2013	1	17	10	5	0	4345	3444
395	2013	1	17	11	5	0	4222	3349
396	2013	1	17	12	5	0	4151	3508
397	2013	1	17	13	5	0	4097	3794
398	2013	1	17	14	5	0	3893	3914
399	2013	1	17	15	5	0	3715	4087
400	2013	1	17	16	5	0	3854	4194
401	2013	1	17	17	5	0	4444	4872
402	2013	1	17	18	5	0	4252	4869
403	2013	1	17	19	5	0	3366	4580
404	2013	1	17	20	5	0	2632	4085
405	2013	1	17	21	5	0	2002	2903
406	2013	1	17	22	5	0	1645	2060
407	2013	1	17	23	5	0	1176	1141
408	2013	1	18	0 	6	0	918	848
409	2013	1	18	1 	6	0	565	599
410	2013	1	18	2 	6	0	268	322
411	2013	1	18	3 	6	0	306	280
412	2013	1	18	4 	6	0	504	425
413	2013	1	18	5 	6	0	1325	1051
414	2013	1	18	6 	6	0	3477	2411
415	2013	1	18	7 	6	0	4770	3774
416	2013	1	18	8 	6	0	4719	3656
417	2013	1	18	9 	6	0	4584	3432
418	2013	1	18	10	6	0	4311	3513
419	2013	1	18	11	6	0	4149	3522
420	2013	1	18	12	6	0	3945	3464
421	2013	1	18	13	6	0	4016	3788
422	2013	1	18	14	6	0	4039	3909
423	2013	1	18	15	6	0	4089	4351
424	2013	1	18	16	6	0	4311	4402
425	2013	1	18	17	6	0	4428	4684
426	2013	1	18	18	6	0	4261	4967
427	2013	1	18	19	6	0	3669	4571
428	2013	1	18	20	6	0	3053	3954
429	2013	1	18	21	6	0	2580	3298
430	2013	1	18	22	6	0	2230	2796
431	2013	1	18	23	6	0	1684	2099
432	2013	1	19	0 	7	0	1238	1333
433	2013	1	19	1 	7	0	783	766
434	2013	1	19	2 	7	0	532	425
435	2013	1	19	3 	7	0	515	311
436	2013	1	19	4 	7	0	634	410
437	2013	1	19	5 	7	0	1043	710
438	2013	1	19	6 	7	0	1846	1357
439	2013	1	19	7 	7	0	3045	2321
440	2013	1	19	8 	7	0	3443	2945
441	2013	1	19	9 	7	0	3452	3343
442	2013	1	19	10	7	0	3843	3372
443	2013	1	19	11	7	0	3912	3474
444	2013	1	19	12	7	0	3898	3975
445	2013	1	19	13	7	0	3886	4132
446	2013	1	19	14	7	0	3400	3685
447	2013	1	19	15	7	0	3275	3672
448	2013	1	19	16	7	0	3442	3824
449	2013	1	19	17	7	0	3440	3543
450	2013	1	19	18	7	0	3833	3825
451	2013	1	19	19	7	0	3513	3983
452	2013	1	19	20	7	0	3090	3560
453	2013	1	19	21	7	0	2595	3020
454	2013	1	19	22	7	0	2390	2556
455	2013	1	19	23	7	0	2568	2094
456	2013	1	20	0 	1	0	1731	1426
457	2013	1	20	1 	1	0	1290	1049
458	2013	1	20	2 	1	0	860	668
459	2013	1	20	3 	1	0	574	436
460	2013	1	20	4 	1	0	675	428
461	2013	1	20	5 	1	0	838	515
462	2013	1	20	6 	1	0	1166	808
463	2013	1	20	7 	1	0	1555	1245
464	2013	1	20	8 	1	0	1603	1638
465	2013	1	20	9 	1	0	1910	2124
466	2013	1	20	10	1	0	2179	2403
467	2013	1	20	11	1	0	2516	2539
468	2013	1	20	12	1	0	3171	3162
469	2013	1	20	13	1	0	2866	3367
470	2013	1	20	14	1	0	2590	2797
471	2013	1	20	15	1	0	2591	2951
472	2013	1	20	16	1	0	3023	3333
473	2013	1	20	17	1	0	3377	3438
474	2013	1	20	18	1	0	3497	3264
475	2013	1	20	19	1	0	3283	3312
476	2013	1	20	20	1	0	2712	2949
477	2013	1	20	21	1	0	2593	2991
478	2013	1	20	22	1	0	1961	2411
479	2013	1	20	23	1	0	1219	1689
480	2013	1	21	0 	2	0	728	897
481	2013	1	21	1 	2	0	339	457
482	2013	1	21	2 	2	0	191	194
483	2013	1	21	3 	2	0	179	198
484	2013	1	21	4 	2	0	399	370
485	2013	1	21	5 	2	0	1408	1187
486	2013	1	21	6 	2	0	3700	2507
487	2013	1	21	7 	2	0	4966	3858
488	2013	1	21	8 	2	0	4959	3552
489	2013	1	21	9 	2	0	4537	3084
490	2013	1	21	10	2	0	4476	3257
491	2013	1	21	11	2	0	4015	3269
492	2013	1	21	12	2	0	3759	3096
493	2013	1	21	13	2	0	3601	3615
494	2013	1	21	14	2	0	3414	3431
495	2013	1	21	15	2	0	3447	3679
496	2013	1	21	16	2	0	3495	4029
497	2013	1	21	17	2	0	3732	4756
498	2013	1	21	18	2	0	3976	4713
499	2013	1	21	19	2	0	3196	4477
500	2013	1	21	20	2	0	2550	3809
501	2013	1	21	21	2	0	1926	2732
502	2013	1	21	22	2	0	1576	1951
503	2013	1	21	23	2	0	1046	1351
504	2013	1	22	0 	3	0	628	754
505	2013	1	22	1 	3	0	321	351
506	2013	1	22	2 	3	0	219	187
507	2013	1	22	3 	3	0	271	202
508	2013	1	22	4 	3	0	644	347
509	2013	1	22	5 	3	0	1382	1064
510	2013	1	22	6 	3	0	3558	2039
511	2013	1	22	7 	3	0	4268	3577
512	2013	1	22	8 	3	0	4576	3583
513	2013	1	22	9 	3	0	4557	2903
514	2013	1	22	10	3	0	2244	3050
515	2013	1	22	11	3	0	3983	3158
516	2013	1	22	12	3	0	4080	3550
517	2013	1	22	13	3	0	3608	3671
518	2013	1	22	14	3	0	3410	4109
519	2013	1	22	15	3	0	3388	3920
520	2013	1	22	16	3	0	3774	4464
521	2013	1	22	17	3	0	4101	4958
522	2013	1	22	18	3	0	4112	5207
523	2013	1	22	19	3	0	3461	4493
524	2013	1	22	20	3	0	2644	3535
525	2013	1	22	21	3	0	2087	2592
526	2013	1	22	22	3	0	1730	1999
527	2013	1	22	23	3	0	1092	1205
528	2013	1	23	0 	4	0	608	590
529	2013	1	23	1 	4	0	296	311
530	2013	1	23	2 	4	0	188	169
531	2013	1	23	3 	4	0	185	162
532	2013	1	23	4 	4	0	414	339
533	2013	1	23	5 	4	0	1341	1144
534	2013	1	23	6 	4	0	3651	2460
535	2013	1	23	7 	4	0	5018	3800
536	2013	1	23	8 	4	0	5110	3748
537	2013	1	23	9 	4	0	4734	3432
538	2013	1	23	10	4	0	4264	3534
539	2013	1	23	11	4	0	4037	3294
540	2013	1	23	12	4	0	3941	3486
541	2013	1	23	13	4	0	3725	3867
542	2013	1	23	14	4	0	3640	4058
543	2013	1	23	15	4	0	3635	4352
544	2013	1	23	16	4	0	3822	4282
545	2013	1	23	17	4	0	4153	4887
546	2013	1	23	18	4	0	4412	5069
547	2013	1	23	19	4	0	3780	4873
548	2013	1	23	20	4	0	3007	4278
549	2013	1	23	21	4	0	2039	3444
550	2013	1	23	22	4	0	1652	2274
551	2013	1	23	23	4	0	1749	1331
552	2013	1	24	0 	5	0	1203	941
553	2013	1	24	1 	5	0	741	461
554	2013	1	24	2 	5	0	335	213
555	2013	1	24	3 	5	0	243	170
556	2013	1	24	4 	5	0	406	343
557	2013	1	24	5 	5	0	1290	1049
558	2013	1	24	6 	5	0	3523	2591
559	2013	1	24	7 	5	0	4865	3815
560	2013	1	24	8 	5	0	4986	3824
561	2013	1	24	9 	5	0	4774	3475
562	2013	1	24	10	5	0	4239	3369
563	2013	1	24	11	5	0	3917	3417
564	2013	1	24	12	5	0	4147	3714
565	2013	1	24	13	5	0	3537	4059
566	2013	1	24	14	5	0	3707	4170
567	2013	1	24	15	5	0	3690	4056
568	2013	1	24	16	5	0	4097	4285
569	2013	1	24	17	5	0	4321	4762
570	2013	1	24	18	5	0	4355	5032
571	2013	1	24	19	5	0	3958	4782
572	2013	1	24	20	5	0	3153	4241
573	2013	1	24	21	5	0	2419	3328
574	2013	1	24	22	5	0	2132	2508
575	2013	1	24	23	5	0	1410	1579
576	2013	1	25	0 	6	0	816	998
577	2013	1	25	1 	6	0	403	569
578	2013	1	25	2 	6	0	297	312
579	2013	1	25	3 	6	0	378	250
580	2013	1	25	4 	6	0	625	424
581	2013	1	25	5 	6	0	1295	1153
582	2013	1	25	6 	6	0	3514	2580
583	2013	1	25	7 	6	0	4842	3810
584	2013	1	25	8 	6	0	5031	3894
585	2013	1	25	9 	6	0	4631	3550
586	2013	1	25	10	6	0	4564	3784
587	2013	1	25	11	6	0	4013	3575
588	2013	1	25	12	6	0	3722	3891
589	2013	1	25	13	6	0	4390	4316
590	2013	1	25	14	6	0	4145	4204
591	2013	1	25	15	6	0	4197	4253
592	2013	1	25	16	6	0	4516	4631
593	2013	1	25	17	6	0	4641	4926
594	2013	1	25	18	6	0	4532	4989
595	2013	1	25	19	6	0	4040	4593
596	2013	1	25	20	6	0	3451	4170
597	2013	1	25	21	6	0	2960	3427
598	2013	1	25	22	6	0	2607	2778
599	2013	1	25	23	6	0	1850	2072
600	2013	1	26	0 	7	0	1279	1261
601	2013	1	26	1 	7	0	933	835
602	2013	1	26	2 	7	0	659	478
603	2013	1	26	3 	7	0	464	327
604	2013	1	26	4 	7	0	677	434
605	2013	1	26	5 	7	0	940	702
606	2013	1	26	6 	7	0	1635	1393
607	2013	1	26	7 	7	0	2927	2385
608	2013	1	26	8 	7	0	3374	2950
609	2013	1	26	9 	7	0	3543	3128
610	2013	1	26	10	7	0	3491	3155
611	2013	1	26	11	7	0	3748	3406
612	2013	1	26	12	7	0	3697	4062
613	2013	1	26	13	7	0	3405	4268
614	2013	1	26	14	7	0	3466	4296
615	2013	1	26	15	7	0	3258	4261
616	2013	1	26	16	7	0	3517	4326
617	2013	1	26	17	7	0	3916	3951
618	2013	1	26	18	7	0	3603	3946
619	2013	1	26	19	7	0	3545	3607
620	2013	1	26	20	7	0	3101	3101
621	2013	1	26	21	7	0	2920	2673
622	2013	1	26	22	7	0	2916	2308
623	2013	1	26	23	7	0	2950	1879
624	2013	1	27	0 	1	0	1467	1344
625	2013	1	27	1 	1	0	864	723
626	2013	1	27	2 	1	0	552	495
627	2013	1	27	3 	1	0	448	402
628	2013	1	27	4 	1	0	546	394
629	2013	1	27	5 	1	0	760	479
630	2013	1	27	6 	1	0	1213	884
631	2013	1	27	7 	1	0	1641	1241
632	2013	1	27	8 	1	0	1439	1462
633	2013	1	27	9 	1	0	1829	1737
634	2013	1	27	10	1	0	2123	1956
635	2013	1	27	11	1	0	2367	2429
636	2013	1	27	12	1	0	2949	3337
637	2013	1	27	13	1	0	2997	3767
638	2013	1	27	14	1	0	2679	3612
639	2013	1	27	15	1	0	2849	3427
640	2013	1	27	16	1	0	3260	3473
641	2013	1	27	17	1	0	3397	3464
642	2013	1	27	18	1	0	3883	3641
643	2013	1	27	19	1	0	3492	3387
644	2013	1	27	20	1	0	3117	2985
645	2013	1	27	21	1	0	2620	2898
646	2013	1	27	22	1	0	2137	2354
647	2013	1	27	23	1	0	1227	1434
648	2013	1	28	0 	2	0	695	805
649	2013	1	28	1 	2	0	402	403
650	2013	1	28	2 	2	0	214	228
651	2013	1	28	3 	2	0	195	174
652	2013	1	28	4 	2	0	456	357
653	2013	1	28	5 	2	0	1407	1247
654	2013	1	28	6 	2	0	3712	2531
655	2013	1	28	7 	2	0	5090	3968
656	2013	1	28	8 	2	0	4695	3677
657	2013	1	28	9 	2	0	4655	3385
658	2013	1	28	10	2	0	4332	3303
659	2013	1	28	11	2	0	4151	3237
660	2013	1	28	12	2	0	4146	3043
661	2013	1	28	13	2	0	3549	3696
662	2013	1	28	14	2	0	3471	3485
663	2013	1	28	15	2	0	3530	3683
