id	year	y	alav	roa	folga	bnp	finep	exp	ener	bndesdummyl1	roe	logporte	ti	LL	lucrativ	alavl1	roal1	folgal1	bnpl1	finepl1	expl2	folgacpl1	roel1	lucrativl1	bndesdummy
igua3 BZ Equity	2013		0.343384	-0.02219795	-0.38272232	0	0	1	0	0	0.90271997	9.023756854	0	-11.32	-0.010717403	0.760554016	-0.104497328	-0.464786649	0	0	1	-41224000	-1.466169834	-0.096832119	0
igua3 BZ Equity	2014		0.08774		-0.84783176	0	0	1	0	0	0.076878672	8.880825592	0			0.343383998	-0.022197951	-0.382722318	0	0	1	-300222016	0.902719975	-0.010717403	0
igua3 BZ Equity	2015					0	0	1	0	0		8.616878638	0			0.087739997		-0.847831786	0	0	1	-279556992	0.076878674		0
ITEC3 BZ Equity	2006							1																	
ITEC3 BZ Equity	2007		0.190454	0.094008328	0.355194405	0	0	1			0.143220465	9.166338331		100.553	0.068557773										0
ITEC3 BZ Equity	2008	0.030548814	0.219128	0.033457476	0.312095782	0	0	1	0	0	0.237670684	9.182972713	1	40.543	0.026603769	0.190454006	0.094008327	0.35519442	0	0	1	306767008	0.143220469	0.068557777	0
ITEC3 BZ Equity	2009	0.041502273	0.189832	0.039033843	0.34682306	0	1	1	0	0	0.089432562	9.252031219	1	51.282	0.028703426	0.219127998	0.033457477	0.312095791	0	0	1	440748000	0.23767069	0.02660377	0
ITEC3 BZ Equity	2010	0.046539347	0.193595	0.010656916	0.341624382	0	0	1	0	0	0.102061449	9.121824673	1	11.521	0.00870293	0.189832002	0.039033845	0.346823066	0	1	1	429586016	0.08943256	0.028703425	0
ITEC3 BZ Equity	2011	0.044860506	0.189076	0.037050826	0.365957751	0	0	1	0	0	0.022415182	9.196293105	1	43.588	0.027737917	0.193595007	0.010656916	0.341624379	0	0	1	368856000	0.10206145	0.00870293	0
ITEC3 BZ Equity	2012	0.090961785	0.141159	0.000615442	0.644527607	0	0	1	0	0	0.081062584	9.188166606	1	0.662	0.000429231	0.189076006	0.037050825	0.365957737	0	0	1	469749984	0.022415182	0.027737917	0
ITEC3 BZ Equity	2013	0.146367558	0.274406	-0.517029543	-0.487759575	0	0	1	0	0	0.001217288	8.845369079	1	-388.071	-0.554041263	0.141158998	0.000615442	0.644527614	0	0	1	501260000	0.081062585	0.000429231	0
ITEC3 BZ Equity	2014	0.012564075	0.298808	-0.133491701	-0.070848788	0	0	0	0	0	-2.488288589	8.642766146	1	-38.662	-0.088007193	0.274405986	-0.517029524	-0.48775956	0	0	1	422932992	0.001217288	-0.554041266	0
ITEC3 BZ Equity	2015	0.001442748	0.355587	-0.088077272	0.520374411	0	0	0	0	0	-0.353843479	8.007060383	1	-19.295	-0.189838546	0.298808008	-0.133491695	-0.070848785	0	0	1	172436992	-2.488288641	-0.088007197	0
JBSS3 BZ Equity	2006							1																	
JBSS3 BZ Equity	2007		0.443838	-0.019534564	0.057905518	0	0	1			0.866037263	9.633638302		-165.032	-0.038364528										1
JBSS3 BZ Equity	2008	0.000701525	0.34893	0.001611483	0.120683296	0.012425178	0	1	0	1	-0.05410119	10.15049766	0	25.939	0.001834238	0.443838	-0.019534564	0.057905518	0	0	1	1151287040	0.86603725	-0.03836453	1
JBSS3 BZ Equity	2009	0.000367888	0.407591	0.005028658	0.143715566	0	0	1	0	1	0.004230137	10.48201923	0	220.71	0.007274494	0.348930001	0.001611483	0.120683298	0.012425178	0	1	983907008	-0.054101191	0.001834237	0
JBSS3 BZ Equity	2010	0.001280145	0.427291	-0.006798861	0.086319168	0	0	1	0	0	0.011525013	10.54289475	0	-302.748	-0.008673343	0.407590985	0.005028659	0.14371556	0	0	1	3331525120	0.004230137	0.007274494	0
JBSS3 BZ Equity	2011	0.000833146	0.398083	-0.001596785	0.120716311	0	0	1	0	0	-0.016194193	10.74080309	0	-75.705	-0.001375059	0.427291006	-0.006798861	0.086319171	0	0	1	4448705024	0.011525013	-0.008673343	0
JBSS3 BZ Equity	2012	0.000560255	0.411787	0.014449216	0.113145789	0	0	1	0	0	-0.003504993	10.79096571	0	718.938	0.011633911	0.398083001	-0.001596785	0.120716311	0	0	1	5055118848	-0.016194193	-0.001375059	0
JBSS3 BZ Equity	2013	0.001639462	0.477082	0.013497947	0.139782924	0	0	1	0	0	0.033543029	10.879077	0	926.907	0.01224501	0.411787003	0.014449216	0.113145791	0	0	1	7535582208	-0.003504993	0.011633911	0
JBSS3 BZ Equity	2014	0.000772181	0.48851	0.024814952	0.132506788	0	1	1	0	0	0.040068163	10.96802879	0	2035.91	0.02191441	0.477082014	0.013497947	0.13978292	0	0	1	7845826048	0.033543028	0.012245011	0
JBSS3 BZ Equity	2015	0.002169327	0.541118	0.038110895	0.183827012	0	0	1	0	0	0.079395847	11.0808779	0	4640.114	0.038516849	0.488510013	0.024814952	0.132506788	0	1	1	11204614144	0.040068164	0.021914409	0
KEPL3 BZ Equity	2006							1																	
KEPL3 BZ Equity	2007		0.3902	-0.023873662	0.514546687	0	0	1			1.408212819	8.264643126		-9.403	-0.051123822										1
KEPL3 BZ Equity	2008	0.000792014	0.394115	-0.007936546	0.348232841	0	0	1	0	1	-0.054511409	8.181726427	0	-3.312	-0.021795353	0.390199989	-0.023873663	0.514546692	0	0	1	-307160992	1.408212781	-0.05112382	0
KEPL3 BZ Equity	2009	0.000418139	0.320207	-0.006707263	0.489346069	0	0	1	0	0	-0.019054194	8.517264535	0	-3.485	-0.010591031	0.394115001	-0.007936546	0.348232836	0	0	1	87593000	-0.054511409	-0.021795353	0
KEPL3 BZ Equity	2010	0.001535134	0.297936	0.046015737	0.42217573	0	0	1	0	0	-0.014676465	8.326982724	0	25.404	0.11965184	0.320207	-0.006707263	0.489346057	0	0	1	116403000	-0.019054195	-0.010591031	0
KEPL3 BZ Equity	2011	0.000987912	0.330982	0.0444961	0.521311172	0	0	1	0	0	0.094560641	8.563872486	0	28.254	0.07712718	0.297935992	0.046015736	0.422175735	0	0	1	107381000	-0.014676465	0.119651839	0
KEPL3 BZ Equity	2012	0.001455995	0.227509	0.053207938	0.38533742	0	0	1	0	0	0.095159188	8.625442102	0	31.281	0.074103467	0.330982	0.0444961	0.521311164	0	0	1	129202000	0.094560638	0.077127181	0
KEPL3 BZ Equity	2013	0.0013374	0.171768	0.092106337	0.429433111	0	0	1	0	0	0.097456795	8.627817329	0	62.098	0.146305376	0.227509007	0.053207938	0.385337412	0	0	1	191804992	0.095159188	0.074103467	0
KEPL3 BZ Equity	2014	0.001707777	0.125057	0.155956628	0.415869818	0	0	1	0	0	0.170560478	8.774343213	0	132.684	0.223087554	0.171767995	0.092106335	0.429433107	0	0	1	132272000	0.097456798	0.146305382	0
KEPL3 BZ Equity	2015	0.002884397	0.131445	0.007882614	0.331603012	0	0	1	0	0	0.260771127	8.957051974	0	6.237	0.006885314	0.125056997	0.155956626	0.415869832	0	0	1	144432992	0.170560479	0.223087549	0
KLBN4 BZ Equity	2006							1																	
KLBN4 BZ Equity	2007		0.512564	0.013255507	0.9284587	0.064144766	0	1			0.039137218	9.433417457		106.174	0.039138189										1
KLBN4 BZ Equity	2008		0.66134	0.007553323	0.955534897	0.008535962	0	1	0	1	0.036998757	9.446605816	0	62.256	0.022262575	0.512564003	0.013255507	0.928458691	0.064144768	0	1	2069815040	0.039137218	0.03913819	1
KLBN4 BZ Equity	2009		0.414663	0.001812943	0.760922038	0	0	1	0	1	0.027365407	9.490882304	0	20.671	0.006675429	0.661339998	0.007553323	0.955534875	0.008535963	0	1	1931420032	0.036998756	0.022262575	0
KLBN4 BZ Equity	2010		0.396134	0.006757145	0.771668415	0.092580173	0	1	0	0	0.004380541	9.471317973	0	82.851	0.02798851	0.414662987	0.001812943	0.760922015	0	0	1	2337050880	0.027365407	0.006675429	1
KLBN4 BZ Equity	2011		0.415751	0.014806231	0.696527664	0.029669205	0	1	0	1	0.016073522	9.563874501	0	188.655	0.05149841	0.396133989	0.006757145	0.771668434	0.092580169	0	1	2031577984	0.00438054	0.02798851	1
KLBN4 BZ Equity	2012		0.428085	0.012709266	0.799799391	0.2390591	0	1	0	1	0.038048308	9.589854805	0	179.174	0.046070209	0.41575101	0.014806231	0.69652766	0.029669205	0	1	2436233984	0.016073521	0.051498409	1
KLBN4 BZ Equity	2013		0.466745	0.013504612	0.827504743	0.020685597	0	1	0	1	0.033052317	9.619476301	0	201.482	0.048390482	0.428084999	0.012709267	0.799799383	0.239059106	0	1	2150875904	0.038048308	0.046070211	1
KLBN4 BZ Equity	2014		0.518827	0.009828347	1.256914309	0	0	1	0	1	0.037362218	9.662695232	0	208.104	0.045246521	0.466744989	0.013504611	0.827504754	0.020685598	0	1	2664700928	0.033052318	0.048390482	0
KLBN4 BZ Equity	2015		0.686067	0.007652795	1.14180896	0	0	1	0	0	0.029483486	9.689653494	0	201.025	0.041076798	0.518827021	0.009828348	1.256914258	0	0	1	3046635008	0.037362218	0.045246523	0
LEVE3 BZ Equity	2006							1																	
LEVE3 BZ Equity	2007		0.265932	0.089274213	0.118088982	0	0	1			0.22150295	9.176947711		106.174	0.070643217										1
LEVE3 BZ Equity	2008		0.341424	0.038122275	0.144982848	0.012360304	0	1	0	1	0.204277408	9.214673539	0	62.256	0.037975865	0.265931994	0.089274213	0.118088983	0	0	1	99254000	0.221502945	0.070643216	1
LEVE3 BZ Equity	2009	0.025155881	0.258555	0.013193175	0.275468017	0	0	1	0	1	0.136327206	9.271058474	0	20.671	0.011073962	0.341423988	0.038122274	0.144982845	0.012360305	0	1	87416000	0.204277411	0.037975866	0
LEVE3 BZ Equity	2010	0.024409934	0.247295	0.032135747	0.486979049	0	0	1	0	0	0.028251614	9.171616184	0	82.851	0.055806087	0.258554995	0.013193174	0.275468022	0	0	1	-22025000	0.136327207	0.011073962	0
LEVE3 BZ Equity	2011	0.020570415	0.272581	0.074261109	0.44496679	0	0	1	0	0	0.061469645	9.260881236	0	188.655	0.103463481	0.247295007	0.032135747	0.486979038	0	0	1	345043008	0.028251614	0.055806085	0
LEVE3 BZ Equity	2012	0.031766058	0.206063	0.075575556	0.418514049	0	0	1	0	0	0.140569326	9.349618611	0	179.174	0.080104401	0.272581011	0.074261107	0.444966793	0	0	1	515142016	0.061469644	0.103463478	0
LEVE3 BZ Equity	2013	0.030580862	0.201127	0.08299176	0.538030728	0	0	1	0	0	0.132484481	9.360251561	0	201.482	0.087899153	0.206063002	0.075575553	0.418514043	0	0	1	320030016	0.140569329	0.080104403	0
LEVE3 BZ Equity	2014	0.032250169	0.231871	0.081743118	0.600117445	0	1	1	0	0	0.146611374	9.379079154	0	208.104	0.086936324	0.201126993	0.082991756	0.538030744	0	0	1	350420000	0.132484481	0.087899156	0
LEVE3 BZ Equity	2015	0.038099653	0.19358	0.081125822	0.520584099	0	0	1	0	0	0.15469196	9.367911016	0	201.025	0.08616662	0.231870994	0.081743121	0.600117445	0	1	1	628056000	0.146611378	0.086936325	0
LIGT3 BZ Equity	2006							0																	
LIGT3 BZ Equity	2007		0.2129	0.120541305	0.750268384	0.003411803	0	0			-0.099761354	9.734248173		1077.241	0.198639083										1
LIGT3 BZ Equity	2008	0.001858486	0.229384	0.102986327	0.697274017	0	0	0	0	1	0.403710835	9.698307461	0	974.453	0.195188145	0.212899998	0.120541304	0.7502684	0.003411803	0	0	1343138944	-0.099761352	0.19863908	0
LIGT3 BZ Equity	2009	0.007908944	0.250291	0.05977313	0.51997366	0	0	0	0	0	0.347559145	9.731318274	0	588.804	0.109308133	0.229384005	0.102986328	0.697274029	0	0	0	1181224064	0.403710842	0.19518815	0
LIGT3 BZ Equity	2010	0.005753172	0.257699	0.059943153	0.478808489	0.003706543	0	0	0	0	0.16569095	9.792874539	0	575.15	0.092663049	0.25029099	0.059773128	0.519973636	0	0	0	1162466944	0.347559154	0.109308131	1
LIGT3 BZ Equity	2011	0.001849733	0.376288	0.030917106	0.371277579	0	0	0	0	1	0.172710249	9.813486514	0	341.978	0.052542611	0.257699013	0.059943154	0.478808492	0.003706543	0	0	1006105984	0.165690944	0.09266305	0
LIGT3 BZ Equity	2012	0.001916919	0.380131	0.038028707	0.28885862	0	0	0	0	0	0.107817322	9.841658805	0	423.923	0.061041919	0.376287997	0.030917106	0.371277571	0	0	0	191414992	0.172710255	0.052542612	0
LIGT3 BZ Equity	2013	0.001482029	0.447256	0.045171947	0.212786409	0	0	0	0	0	0.1401082	9.856267169	0	587.335	0.081774653	0.380131006	0.038028706	0.288858622	0	0	0	739747008	0.107817322	0.061041918	0
LIGT3 BZ Equity	2014	0.001097727	0.482779	0.048615342	0.215550216	0	1	0	0	0	0.168913293	9.870535929	0	662.831	0.089303171	0.447255999	0.045171946	0.212786406	0	0	0	216498000	0.140108198	0.081774652	0
LIGT3 BZ Equity	2015	0.001267927	0.508144	0.002844161	0.006890015	0	0	0	0	0	0.182667264	9.963827101	0	42.395	0.004607735	0.482778996	0.04861534	0.215550214	0	1	0	177294000	0.16891329	0.089303173	0
LINX3 BZ Equity	2006							0																	
LINX3 BZ Equity	2007					0	0	0																	1
LINX3 BZ Equity	2008					0	0	0	0	1			1						0	0	0				0
LINX3 BZ Equity	2009	0.022337641	0.510878	0.09254072	1.143279751	0	0	1	0	0			1	12.488					0	0	0				0
LINX3 BZ Equity	2010	0.074477453	0.4295	0.106254859	0.236633143	0.208259712	0	1	0	0	1.701826111	7.863150298	1	22.551	0.309040578	0.510878026	0.092540719	1.143279791	0	0	0				1
LINX3 BZ Equity	2011	0.108303871	0.143966	0.05900933	0.524681937	0	0	0	0	1	0.328473214	8.112142312	1	21.036	0.162487834	0.429500014	0.106254861	0.236633137	0.208259717	0	1	-36808000	1.701826096	0.309040576	0
LINX3 BZ Equity	2012	0.106831927	0.252038	0.046089553	0.619429975	0.2738152	0	0	0	0	0.085112581	8.295404346	1	17.304	0.08764803	0.143966004	0.059009328	0.524681926	0	0	1	8084000	0.32847321	0.162487835	1
LINX3 BZ Equity	2013	0.111464246	0.061176	0.081156186	1.430167	0.070220062	0	0	0	1	0.074125161	8.363591299	1	62.41	0.270186026	0.252038002	0.046089552	0.619429946	0.273815185	0	0	62344000	0.085112579	0.087648027	1
LINX3 BZ Equity	2014	0.11931792	0.081816	0.076607775	0.998381615	0	0	1	0	1	0.106434504	8.470482524	1	67.582	0.22874337	0.061175998	0.081156187	1.43016696	0.070220061	0	0	56796000	0.074125163	0.270186037	0
LINX3 BZ Equity	2015	0.128718139	0.128842	0.064068701	0.899675563	0	0	0	0	0	0.106566295	8.566806221	1	63.818	0.1730362	0.081816003	0.076607771	0.998381615	0	0	0	331148992	0.106434502	0.228743374	0
LUPA3 BZ Equity	2006							1																	
LUPA3 BZ Equity	2007		0.60154	-0.044711092	0.686534471	0	0	1			0.096866746	8.349444606		-49.536	-0.221552333										0
LUPA3 BZ Equity	2008		0.684919	-0.017072335	0.602969037	0	0	1	0	0	-0.19293927	8.587682909	1	-29.53	-0.076309839	0.601540029	-0.044711091	0.686534464	0	0	1	283599008	0.096866749	-0.221552327	0
LUPA3 BZ Equity	2009		0.70821	0.010428836	0.755193979	0	0	1	0	0	-0.096306249	8.847987632	1	15.408	0.021865461	0.684919	-0.017072335	0.60296905	0	0	1	300603008	-0.192939267	-0.076309837	0
LUPA3 BZ Equity	2010		0.391216	-0.050664441	0.146703946	0	1	1	0	0	0.053637819	8.744419732	1	-73.224	-0.131896636	0.708209991	0.010428836	0.755194008	0	0	1	454426016	-0.096306249	0.021865461	0
LUPA3 BZ Equity	2011		0.522447	-0.166555207	-1.13469789	0	0	1	0	0	-0.397194513	8.764593781	1	-241.332	-0.414974233	0.39121601	-0.05066444	0.146703944	0	1	1	403847008	0.053637821	-0.13189663	0
LUPA3 BZ Equity	2012	0.026723654	0.481718	-0.359269056	-1.857879881	0	0	1	0	0		8.734122666	1	-560.699	-1.034206148	0.52244699	-0.166555211	-1.134697914	0	0	1	158540992	-0.397194505	-0.414974242	0
LUPA3 BZ Equity	2013	0.034598752	0.551391	-0.264846852	-4.016675903	0	0	1	0	0	2.908220002	8.749369097	1	-378.789	-0.674571925	0.481718004	-0.359269053	-1.857879877	0	0	1	-373848992		-1.034206152	0
LUPA3 BZ Equity	2014	0.037922178	0.267292	-0.617044891	-1.689466466	0	0	1	0	0	0.672218367	8.643725012	1	-631.008	-1.433210077	0.551391006	-0.264846861	-4.016675949	0	0	1	-482547008	2.908220053	-0.674571931	0
LUPA3 BZ Equity	2015	0.055517455	0.246118	-0.092302382	-0.190186885	0	0	1	0	0		8.584655693	1	-75.137	-0.195523138	0.267291993	-0.617044866	-1.689466476	0	0	1	-1389656960	0.672218382	-1.433210135	0
MAGG3 BZ Equity	2006							1																	
MAGG3 BZ Equity	2007		0.088632	0.08654532	0.543156788	0	1	1			0.181527676	9.04790618		108.474	0.097144781										0
MAGG3 BZ Equity	2008	0.002870638	0.439172	-0.009680309	0.531840737	0	0	1	0	0	0.128109315	9.07865978	0	-53.861	-0.044938092	0.088632002	0.086545318	0.543156803	0	1	1	475854016	0.181527674	0.097144783	0
MAGG3 BZ Equity	2009	0.000946198	0.368513	-0.00640917	0.36927635	0	1	1	0	0	-0.025257601	9.166170999	0	-31	-0.021144173	0.439172	-0.009680309	0.531840742	0	0	1	542531968	0.128109321	-0.044938091	0
MAGG3 BZ Equity	2010	0.000647161	0.394003	0.018459723	0.634514212	0	0	1	0	0	-0.013861923	9.284784342	0	91.765	0.047631332	0.368512988	-0.00640917	0.369276345	0	1	1	833606016	-0.0252576	-0.021144172	0
MAGG3 BZ Equity	2011	0.001319304	0.323896	0.018355436	0.642695642	0	0	1	0	0	0.041416927	9.357245524	0	97.911	0.043011636	0.394003004	0.018459722	0.634514213	0	0	1	742435968	-0.013861923	0.047631331	0
MAGG3 BZ Equity	2012	0.001319873	0.330261	0.010486995	0.610473009	0	0	1	0	0	0.036903528	9.365282582	0	59.404	0.025617285	0.323895991	0.018355437	0.642695665	0	0	1	1352632960	0.041416928	0.043011636	0
MAGG3 BZ Equity	2013	0.002351546	0.372839	0.008563419	0.692591611	0	0	1	0	0	0.021133753	9.389963036	0	55.439	0.022586678	0.330260992	0.010486995	0.610473037	0	0	1	1374793984	0.036903527	0.025617285	0
MAGG3 BZ Equity	2014	0.000870937	0.379707	-0.014498623	0.45754693	0	1	1	0	0	0.018333451	9.424221857	0	-95.809	-0.036073182	0.372839004	0.008563419	0.692591608	0	0	1	1439001984	0.021133753	0.022586677	0
MAGG3 BZ Equity	2015	0.002216518	0.43979	-0.16300247	0.007214033	0	0	1	0	0	-0.033118933	9.458190787	0	-1061.283	-0.369522103	0.379707009	-0.014498622	0.45754692	0	1	1	1784057984	0.018333452	-0.036073182	0
MDIA3 BZ Equity	2006							1																	
MDIA3 BZ Equity	2007		0.316899	0.047962443	0.278840128	0	0	1			0.134514015	9.124771501		80.138	0.060126649										1
MDIA3 BZ Equity	2008	0.000912171	0.394846	0.090615152	0.110486274	0	0	1	0	1	0.083765901	9.178170309	0	214.226	0.142135274	0.316899002	0.047962442	0.278840125	0	0	1	138702000	0.134514019	0.060126647	0
MDIA3 BZ Equity	2009	0.001149965	0.094233	0.155692235	0.263963668	0	0	1	0	0	0.177433702	9.340953666	0	351.554	0.160338707	0.394845992	0.090615153	0.110486276	0	0	1	226848992	0.083765902	0.142135277	0
MDIA3 BZ Equity	2010	0.001022913	0.078806	0.148898907	0.3792764	0	0	1	0	0	0.236371081	9.370679226	0	351.641	0.149768431	0.094232999	0.155692235	0.26396367	0	0	1	28023000	0.177433699	0.160338715	0
MDIA3 BZ Equity	2011	0.001064914	0.188194	0.119857849	0.296073584	0	0	1	0	0	0.19973735	9.388101202	0	366.544	0.149977087	0.078805998	0.148898914	0.379276395	0	0	1	186543008	0.236371085	0.149768427	0
MDIA3 BZ Equity	2012	0.001156509	0.122803	0.137307508	0.365359104	0	0	1	0	0	0.182744508	9.464047129	0	470.538	0.161639528	0.188194007	0.119857848	0.296073586	0	0	1	393146016	0.199737355	0.149977088	0
MDIA3 BZ Equity	2013	0.001159652	0.147651	0.134980274	0.348949984	0	0	1	0	0	0.19519393	9.54963486	0	524.385	0.147916084	0.122803003	0.13730751	0.365359098	0	0	1	280862016	0.182744503	0.161639526	0
MDIA3 BZ Equity	2014	0.001135398	0.141444	0.133816201	0.39934754	0	0	1	0	0	0.185945864	9.634642291	0	599.262	0.138987086	0.147651002	0.134980276	0.348949999	0	0	1	616742016	0.195193931	0.147916079	0
MDIA3 BZ Equity	2015	0.001406268	0.14808	0.118426489	0.468080478	0	0	1	0	0	0.182388044	9.660855047	0	603.925	0.131864521	0.141443998	0.133816198	0.399347544	0	0	1	690587008	0.185945868	0.138987079	0
MRFG3 BZ Equity	2006							1																	
MRFG3 BZ Equity	2007		0.518569	0.019617075	0.466787667	0	0	1				9.328483577		84.955	0.039875429										0
MRFG3 BZ Equity	2008	0.001003566	0.471152	-0.00387759	0.247501973	0.021845575	0	1	0	0	0.065064866	9.523739835	0	-35.5	-0.010628905	0.518568993	0.019617075	0.466787666	0	0	1	756728000		0.039875429	1
MRFG3 BZ Equity	2009	0.000605646	0.436021	0.043611017	0.329751452	0	0	1	0	1	-0.012919577	9.792657578	0	534.435	0.086146436	0.471152008	-0.00387759	0.247501969	0.021845575	0	1	1474092032	0.065064862	-0.010628905	0
MRFG3 BZ Equity	2010	0.001610707	0.43632	0.006464455	0.185153512	0	0	1	0	0	0.141164435	9.983338511	0	146.094	0.015180772	0.436021	0.043611016	0.329751462	0	0	1	1570951936	-0.012919577	0.086146437	0
MRFG3 BZ Equity	2011	0.000273395	0.511015	-0.0313142	0.113380471	0	0	1	0	0	0.02248841	10.20080863	0	-746.012	-0.046982615	0.436320007	0.006464455	0.185153514	0	0	1	2638968064	0.141164437	0.015180772	0
MRFG3 BZ Equity	2012	0.001231	0.489586	-0.008749776	0.145030826	0	0	1	0	0	-0.218182307	10.32251102	0	-223.902	-0.01065484	0.511014998	-0.031314202	0.113380469	0	0	1	2451680000	0.02248841	-0.046982616	0
MRFG3 BZ Equity	2013	0.000736601	0.510026	-0.051246093	0.15419758	0	0	1	0	0	-0.052008645	10.2179145	0	-913.593	-0.055314408	0.489585996	-0.008749777	0.145030826	0	0	1	2686013952	-0.21818231	-0.010654841	0
MRFG3 BZ Equity	2014	0.001222497	0.554887	-0.036633081	0.195057348	0	0	1	0	0	-0.292910085	10.2730563	0	-739.472	-0.03943351	0.510025978	-0.051246092	0.154197574	0	0	1	2547332096	-0.052008644	-0.055314407	0
MRFG3 BZ Equity	2015	0.001101449	0.582512	-0.028017949	0.203780332	0	1	1	0	0	-0.356935404	10.18209375	0	-586.022	-0.038531877	0.554886997	-0.036633082	0.195057347	0	0	1	3805164032	-0.292910099	-0.039433509	0
MYPK3 BZ Equity	2006							0																	
MYPK3 BZ Equity	2007		0.325667	0.08423827	0.186866023	0	0	0			0.217904526	9.096066315		72.391	0.058025416										1
MYPK3 BZ Equity	2008		0.304697	0.188815561	0.261832712	0	0	1	0	1	0.233112536	9.110347919	0	214.094	0.166056766	0.325666994	0.084238268	0.18686603	0	0	0	121150000	0.217904523	0.058025416	0
MYPK3 BZ Equity	2009		0.382745	0.032501705	0.303069304	0	1	1	0	0	0.483350905	9.26191109	0	55.133	0.030164806	0.304697007	0.188815564	0.261832714	0	0	0	168532000	0.233112529	0.166056767	0
MYPK3 BZ Equity	2010		0.35083	0.078753194	0.287405713	0	0	1	0	0	0.081632925	9.119785893	0	164.153	0.124584189	0.382744998	0.032501705	0.303069293	0	1	1	128031000	0.483350903	0.030164806	0
MYPK3 BZ Equity	2011		0.343693	0.08963923	0.218502624	0	0	1	0	0	0.210617818	9.347797825	0	223.436	0.100312562	0.350829989	0.078753196	0.287405699	0	0	1	110439000	0.081632927	0.124584191	0
MYPK3 BZ Equity	2012	0.003735133	0.50072	0.012212174	0.179888207	0.007949895	0	1	0	0	0.243230062	9.463166917	0	66.864	0.023015766	0.343692988	0.089639232	0.218502626	0	0	1	397316992	0.210617825	0.100312561	1
MYPK3 BZ Equity	2013	0.003738837	0.459513	0.028220233	0.143430345	0	0	1	0	1	0.061291949	9.721763145	0	170.329	0.032324026	0.500720024	0.012212174	0.179888204	0.007949894	0	1	139378992	0.24323006	0.023015765	0
MYPK3 BZ Equity	2014	0.004232302	0.459913	0.01077703	0.123407328	0	0	1	0	0	0.11786169	9.770238561	0	67.777	0.011503865	0.459513009	0.028220233	0.143430337	0	0	1	376728000	0.061291948	0.032324027	0
MYPK3 BZ Equity	2015	0.003870324	0.427371	0.00617818	0.001874163	0	1	1	0	0	0.042241741	9.771710697	0	49.366	0.008350592	0.459912986	0.01077703	0.123407327	0	0	1	384792992	0.117861688	0.011503865	0
NATU3 BZ Equity	2006							1																	
NATU3 BZ Equity	2007		0.279276	0.236774777	0.970010297	0.053090146	0	1			0.719334015	9.440434718		465.409	0.168810734										1
NATU3 BZ Equity	2008	0.028801513	0.214093	0.230964167	0.837785677	0.02231713	0	1	0	1	0.685393622	9.487520019	0	517.857	0.168534894	0.279276013	0.236774772	0.970010281	0.053090148	0	1	258840000	0.719334006	0.16881074	1
NATU3 BZ Equity	2009	0.026353724	0.256951	0.249496392	0.864889931	0.020752427	0	1	0	1	0.510651704	9.55342192	0	683.924	0.191243166	0.214093	0.230964169	0.837785661	0.02231713	0	1	354551008	0.685393631	0.16853489	1
NATU3 BZ Equity	2010	0.010115031	0.214677	0.230937241	0.916405714	0.043851721	0	1	0	1	0.600027022	9.6275765	0	744.05	0.175398398	0.256951004	0.249496385	0.86488992	0.020752426	0	1	550430016	0.510651708	0.191243172	1
NATU3 BZ Equity	2011	0.027000126	0.312865	0.219061	1.061301567	0.024716505	0	1	0	1	0.59168892	9.710685217	0	830.901	0.161757365	0.214677006	0.230937243	0.916405737	0.043851722	0	1	379280000	0.600027025	0.175398394	1
NATU3 BZ Equity	2012	0.025000122	0.433945	0.16077419	1.085936604	0.005763417	0	1	0	1	0.66459054	9.747518543	0	861.222	0.154026899	0.312864989	0.219061002	1.061301589	0.024716506	0	1	673438016	0.591688931	0.161757365	1
NATU3 BZ Equity	2013	0.029981266	0.463149	0.134853507	1.144389651	0.000909044	0	1	0	1	0.668943544	9.802477415	0	842.608	0.132784739	0.433945	0.160774186	1.085936546	0.005763417	0	1	928540032	0.664590538	0.154026896	1
NATU3 BZ Equity	2014	0.029213644	0.552939	0.101779104	1.01086736	0	0	1	0	1	0.72125658	9.845737285	0	732.818	0.104534307	0.463149011	0.134853512	1.144389629	0.000909044	0	1	963604992	0.668943524	0.132784739	0
NATU3 BZ Equity	2015	0.030105449	0.589238	0.054658227	0.97096866	0	0	1	0	0	0.637965872	9.869725713	0	513.513	0.069314761	0.552938998	0.101779103	1.010867357	0	0	1	1186093056	0.721256554	0.104534306	0
NRTQ3 BZ Equity	2006							1																	
NRTQ3 BZ Equity	2007					0	0	1																	1
NRTQ3 BZ Equity	2008					0	0	1	0	1			0						0	0	1				0
NRTQ3 BZ Equity	2009		0.266587	0.064353934	0.460259468	0	0	1	0	0			0	2.547					0	0	1				0
NRTQ3 BZ Equity	2010		0.206697	0.194923716	0.412133097	0	0	1	0	0	0.124068391	7.66000172	0	8.394	0.183639983	0.266586989	0.064353935	0.460259467	0	0	1				0
NRTQ3 BZ Equity	2011		0.145386	0.176977096	0.48162578	0.401752741	0	1	0	0	0.301692844	7.897846932	0	9.249	0.1170167	0.206697002	0.194923714	0.412133098	0	0	1	18491000	0.124068394	0.183639988	1
NRTQ3 BZ Equity	2012					0	0	1	0	1	0.256233378	7.910432291	0			0.145385996	0.176977098	0.481625766	0.40175274	0	1	24181000	0.301692843	0.117016703	0
NRTQ3 BZ Equity	2013	0.012648343	0.123312	0.122559945	0.571991069	0	0	1	0	0			0	8.633					0	0	1	29938000	0.256233364		0
